plant_id,scientific_name,synonym,botanist_last_name
440,Imperata cylindrica,Imperata cylindrica subsp. koenigii,koenig
441,Micropholis guyanensis,Mastichodendron williamsii,williams
441,Micropholis guyanensis,Pouteria piresii,pires
441,Micropholis guyanensis,Planchonella melinonii,melinon
441,Micropholis guyanensis,Sideroxylon williamsii,williams
441,Micropholis guyanensis,Micropholis cowanii,cowan
441,Micropholis guyanensis,Chrysophyllum melinonii,melinon
441,Micropholis guyanensis,Pouteria melinonii,melinon
442,Lindsaea repens,Davallia anderssonii,andersson
442,Lindsaea repens,Humata brooksii,brooks
442,Lindsaea repens,Humata kaudernii,kaudern
442,Lindsaea repens,Humata ledermannii,ledermann
442,Lindsaea repens,Humata anderssonii,andersson
443,Iberis carnosa,Iberis pruitii,pruit
443,Iberis carnosa,Iberis jordanii,jordan
443,Iberis carnosa,Iberis ciliata subsp. pruitii,pruit
443,Iberis carnosa,Iberis petitii,petit
444,Huperzia serrata,Lycopodium serratum var. thunbergii,thunberg
445,Gomphandra montana,Gomphandra carrii,carr
446,Plantago triantha,Plantago thunbergii,thunberg
447,Poa lanata,Poa norbergii,norberg
447,Poa lanata,Poa komarovii,komarov
448,Heliotropium dolosum,Heliotropium eichwaldii,eichwald
449,Hymenophyllum armstrongii,Hymenophyllum armstrongii,armstrong
449,Hymenophyllum armstrongii,Craspedophyllum armstrongii,armstrong
449,Hymenophyllum armstrongii,Microtrichomanes armstrongii,armstrong
449,Hymenophyllum armstrongii,Trichomanes armstrongii,armstrong
449,Hymenophyllum armstrongii,Craspedophyllum cheesemanii,cheeseman
450,Chisocheton lasiocarpus,Chisocheton schumannii,schumann
450,Chisocheton lasiocarpus,Chisocheton weinlandii,weinland
450,Chisocheton lasiocarpus,Chisocheton forbesii,forbes
450,Chisocheton lasiocarpus,Chisocheton gjellerupii,gjellerup
450,Chisocheton lasiocarpus,Dasycoleum forbesii,forbes
450,Chisocheton lasiocarpus,Chisocheton ledermannii,ledermann
450,Chisocheton lasiocarpus,Chisocheton lauterbachii,lauterbach
450,Chisocheton lasiocarpus,Chisocheton versteegii,versteeg
451,Mecardonia procumbens,Bacopa procumbens var. schottii,schott
452,Ouratea guildingii,Ouratea guildingii,guilding
452,Ouratea guildingii,Gomphia guildingii,guilding
452,Ouratea guildingii,Trichouratea guildingii,guilding
453,Aglaia sapindina,Aglaia miquelii,miquel
453,Aglaia sapindina,Aglaia ermischii,ermisch
453,Aglaia sapindina,Aglaia rudolfii,rudolf
453,Aglaia sapindina,Aglaia gjellerupii,gjellerup
453,Aglaia sapindina,Aglaia hartmannii,hartmann
454,Urena lobata,Urena swartzii,swartz
454,Urena lobata,Urena lobata f. swartzii,swartz
455,Lasiacis divaricata,Lasiacis harrisii,harris
455,Lasiacis divaricata,Panicum chauvinii,chauvin
456,Ixeridium dentatum,Ixeris thunbergii,thunberg
456,Ixeridium dentatum,Lactuca thunbergii,thunberg
456,Ixeridium dentatum,Ixeris gregorii,gregor
457,Gardenia elata,Gardenia lobbii,lobb
458,Tropaeolum majus,Trophaeum naudinii,naudin
458,Tropaeolum majus,Tropaeolum naudinii,naudin
459,Potamogeton nodosus,Potamogeton leschenaultii,leschenault
459,Potamogeton nodosus,Potamogeton thunbergii,thunberg
460,Crepis sancta,Crepis kochii,koch
460,Crepis sancta,Trichoseris rueppellii,rueppell
460,Crepis sancta,Pterotheca ruppellii,ruppell
461,Diplazium cristatum,Asplenium shepherdii,shepherd
461,Diplazium cristatum,Diplazium shepherdii,shepherd
461,Diplazium cristatum,Diplazium arboreum var. shepherdii,shepherd
462,Fevillea cordifolia,Nhandiroba karstenii,karsten
462,Fevillea cordifolia,Fevillea karstenii,karsten
463,Ixora timorensis,Ixora kochii,koch
464,Gironniera subaequalis,Gironniera korthalsii,korthals
465,Elaphoglossum callifolium,Elaphoglossum christophersenii,christophersen
465,Elaphoglossum callifolium,Elaphoglossum macgregorii,macgregor
466,Swertia tetrapetala,Swertia pallasii,pallas
466,Swertia tetrapetala,Swertia bissetii,bisset
466,Swertia tetrapetala,Swertia tetrapetala var. wilfordii,wilford
467,Pothos scandens,Pothos horsfieldii,horsfield
468,Convolvulus betonicifolius,Convolvulus sibthorpii,sibthorp
469,Gentianella cerina,Gentiana campbellii,campbell
470,Aristida adscensionis,Aristida thonningii,thonning
470,Aristida adscensionis,Chaetaria forskalii,forskal
470,Aristida adscensionis,Arthratherum adscensionis subsp. heymannii,heymann
470,Aristida adscensionis,Aristida heymannii,heymann
470,Aristida adscensionis,Aristida ehrenbergii,ehrenberg
471,Celtis trinervia,Celtis swartzii,swartz
472,Vitex lucens,Vitex cunninghamii,cunningham
473,Potamogeton cheesemanii,Potamogeton cheesemanii,cheeseman
474,Dipterocarpus hasseltii,Dipterocarpus hasseltii,hasselt
475,Lepidium nitidum,Lepidium nitidum var. howellii,howell
476,Garuga floribunda,Garuga clarkii,clark
477,Chrysophyllum pauciflorum,Chrysophyllum pauciflorum var. krugii,krug
478,Phoradendron quadrangulare,Phoradendron townsendii,townsend
478,Phoradendron quadrangulare,Phoradendron gracile var. ballii,ball
478,Phoradendron quadrangulare,Phoradendron millspaughii,millspaugh
478,Phoradendron quadrangulare,Phoradendron rensonii,renson
479,Chlorophytum comosum,Anthericum vallis-trappii,vallis-trapp
479,Chlorophytum comosum,Chlorophytum burchellii,burchell
479,Chlorophytum comosum,Chlorophytum kirkii,kirk
480,Setaria dielsii,Setaria dielsii,diels
480,Setaria dielsii,Setaria buchananii,buchanan
481,Xanthosoma undipes,Arum nigrum var. schottii,schott
481,Xanthosoma undipes,Xanthosoma jacquinii,jacquin
481,Xanthosoma undipes,Xanthosoma atrovirens var. kochii,koch
481,Xanthosoma undipes,Xanthosoma atrovirens var. moritzii,moritz
482,Heliconia indica,Heliconia seemannii,seemann
483,Rourea mimosoides,Santaloides havilandii,haviland
484,Lolium multiflorum,Lolium lesdainii,lesdain
484,Lolium multiflorum,Lolium gaudinii,gaudin
484,Lolium multiflorum,Festuca haussknechtii,haussknecht
485,Blepharocalyx eggersii,Blepharocalyx eggersii,eggers
485,Blepharocalyx eggersii,Neomitranthes castellanosii,castellanos
485,Blepharocalyx eggersii,Marlieriopsis eggersii,eggers
485,Blepharocalyx eggersii,Mitranthes eggersii,eggers
485,Blepharocalyx eggersii,Mitranthes castellanosii,castellanos
486,Celtis philippensis,Solenostigma wightii,wight
486,Celtis philippensis,Celtis hasseltii,hasselt
486,Celtis philippensis,Celtis wightii,wight
486,Celtis philippensis,Celtis philippensis var. wightii,wight
486,Celtis philippensis,Solenostigma hasseltii,hasselt
486,Celtis philippensis,Celtis brownii,brown
486,Celtis philippensis,Celtis prantlii,prantl
487,Grammitis contigua,Prosaptia preslii,presl
487,Grammitis contigua,Grammitis preslii,presl
487,Grammitis contigua,Davallia preslii,presl
487,Grammitis contigua,Prosaptia rosenstockii,rosenstock
487,Grammitis contigua,Grammitis rosenstockii,rosenstock
488,Decaisnina hollrungii,Decaisnina hollrungii,hollrung
488,Decaisnina hollrungii,Elytranthe versteegii,versteeg
488,Decaisnina hollrungii,Elytranthe hollrungii,hollrung
488,Decaisnina hollrungii,Elytranthe peekelii,peekel
488,Decaisnina hollrungii,Amylotheca hollrungii,hollrung
488,Decaisnina hollrungii,Loranthus hollrungii,hollrung
488,Decaisnina hollrungii,Loranthus versteegii,versteeg
488,Decaisnina hollrungii,Amylotheca versteegii,versteeg
489,Homalomena griffithii,Homalomena griffithii,griffith
489,Homalomena griffithii,Homalomena grabowskii,grabowsk
489,Homalomena griffithii,Homalomena kingii,king
489,Homalomena griffithii,Chamaecladon griffithii,griffith
490,Musa troglodytarum,Musa seemannii,seemann
491,Horsfieldia spicata,Myristica roxburghii,roxburgh
491,Horsfieldia spicata,Horsfieldia roxburghii,roxburgh
492,Portulaca pilosa,Portulaca karwinskii,karwinsk
492,Portulaca pilosa,Portulaca ehrenbergii,ehrenberg
493,Ipomoea triloba,Ipomoea krugii,krug
493,Ipomoea triloba,Ipomoea webbii,webb
494,Consolea macracantha,Consolea nashii,nash
494,Consolea macracantha,Opuntia nashii,nash
494,Consolea macracantha,Consolea millspaughii,millspaugh
494,Consolea macracantha,Consolea spinosissima subsp. millspaughii,millspaugh
494,Consolea macracantha,Consolea macracantha subsp. nashii,nash
494,Consolea macracantha,Opuntia millspaughii,millspaugh
495,Momordica dioica,Momordica wallichii,wallich
496,Scolopia spinosa,Phoberos roxburghii,roxburgh
496,Scolopia spinosa,Scolopia roxburghii,roxburgh
497,Leptaspis banksii,Leptaspis banksii,banks
497,Leptaspis banksii,Pharus banksii,banks
497,Leptaspis banksii,Leptaspis cumingii,cuming
498,Cinnamomum burmanni,Cinnamomum thunbergii,thunberg
498,Cinnamomum burmanni,Cinnamomum ammannii,ammann
499,Actinodaphne multiflora,Neolitsea vidalii,vidal
500,Clerodendrum thomsoniae,Clerodendrum balfourii,balfour
500,Clerodendrum thomsoniae,Clerodendrum thomsoniae var. balfourii,balfour
501,Piper celtidiforme,Piper fosbergii,fosberg
501,Piper celtidiforme,Piper warburgii,warburg
501,Piper celtidiforme,Piper usterii,uster
502,Pouteria multiflora,Radlkoferella urbanii,urban
502,Pouteria multiflora,Pouteria multiflora var. urbanii,urban
502,Pouteria multiflora,Lucuma urbanii,urban
502,Pouteria multiflora,Lucuma multiflora var. urbanii,urban
503,Diplazium esculentum,Asplenium moritzii,moritz
503,Diplazium esculentum,Callipteris wallichii,wallich
504,Genista canariensis,Cytisus hillebrandtii,hillebrandt
504,Genista canariensis,Genista philippii,philipp
504,Genista canariensis,Genista hillebrandii,hillebrand
504,Genista canariensis,Teline hillebrandii,hillebrand
504,Genista canariensis,Cytisus philippii,philipp
505,Ischaemum ciliare,Ischaemum ciliare var. wallichii,wallich
505,Ischaemum ciliare,Andropogon retzii,retz
505,Ischaemum ciliare,Ischaemum indicum var. wallichii,wallich
505,Ischaemum ciliare,Ischaemum indicum var. togasii,togas
506,Diospyros discolor,Diospyros merrillii,merrill
507,Leea aequata,Leea kurzii,kurz
508,Zostera marina,Zostera marina var. phillipsii,phillips
509,Licaria triandra,Misanteca juergensenii,juergensen
509,Licaria triandra,Tetranthera cervantesii,cervantes
509,Licaria triandra,Litsea cervantesii,cervantes
509,Licaria triandra,Laurus cervantesii,cervantes
509,Licaria triandra,Misanteca cervantesii,cervantes
509,Licaria triandra,Acrodiclidium cervantesii,cervantes
509,Licaria triandra,Licaria cervantesii,cervantes
510,Cyathea pungens,Cyathea eatonii,eaton
510,Cyathea pungens,Cyathea gleasonii,gleason
510,Cyathea pungens,Trichipteris eatonii,eaton
510,Cyathea pungens,Trichipteris gleasonii,gleason
510,Cyathea pungens,Alsophila eatonii,eaton
510,Cyathea pungens,Alsophila gleasonii,gleason
511,Piper amalago,Piper diguetii,diguet
511,Piper amalago,Piper wilsonii,wilson
511,Piper amalago,Piper lundellii,lundell
511,Piper amalago,Piper macintoshii,macintosh
511,Piper amalago,Piper medium var. leonardii,leonard
511,Piper amalago,Piper wulfschlaegelii,wulfschlaegel
511,Piper amalago,Piper henshenii,henshen
511,Piper amalago,Piper deamii,deam
512,Brachyglottis huntii,Brachyglottis huntii,hunt
512,Brachyglottis huntii,Senecio huntii,hunt
513,Calliandra renvoizeana,Calliandra grisebachii,grisebach
513,Calliandra renvoizeana,Anneslia grisebachii,grisebach
514,Phagnalon saxatile,Phagnalon bennettii,bennett
515,Polystachya concreta,Polystachya buchananii,buchanan
516,Ipomoea tiliacea,Ipomoea krusensternii,krusenstern
516,Ipomoea tiliacea,Calonyction roxburghii,roxburgh
517,Operculina macrocarpa,Piptostegia gomesii,gomes
518,Rhabdadenia biflora,Echites billbergii,billberg
518,Rhabdadenia biflora,Dipladenia billbergii,billberg
518,Rhabdadenia biflora,Echites ehrenbergii,ehrenberg
518,Rhabdadenia biflora,Rhabdadenia ehrenbergii,ehrenberg
518,Rhabdadenia biflora,Echites bilbergii,bilberg
519,Teucrium bicolor,Teucrium cavanillesii,cavanilles
520,Piper reticulatum,Artanthe schlechtendalii,schlechtendal
520,Piper reticulatum,Steffensia schlechtendalii,schlechtendal
520,Piper reticulatum,Piper duchassaingii,duchassaing
521,Ziziphus rugosa,Ziziphus horsfieldii,horsfield
522,Fimbristylis schultzii,Fimbristylis schultzii,schultz
522,Fimbristylis schultzii,Fimbristylis platystachys var. schultzii,schultz
523,Hypobathrum racemosum,Spicillaria leschenaultii,leschenault
523,Hypobathrum racemosum,Petunga roxburghii,roxburgh
524,Bulbophyllum apodum,Bulbophyllum vidalii,vidal
525,Haematoxylum campechianum,Cymbosepalum baronii,baron
526,Pittosporum campbellii,Pittosporum campbellii,campbell
527,Acalypha poiretii,Acalypha poiretii,poiret
527,Acalypha poiretii,Ricinocarpus poiretii,poiret
527,Acalypha poiretii,Acalypha williamsii,williams
527,Acalypha poiretii,Gymnalypha jacquinii,jacquin
528,Pygeum schlechteri,Pygeum forbesii,forbes
529,Diplazium centripetale,Diplazium eggersii,eggers
530,Grevillea banksii,Grevillea banksii,banks
530,Grevillea banksii,Hakea banksii,banks
530,Grevillea banksii,Stylurus banksii,banks
531,Antidesma coriaceum,Aporosa griffithii,griffith
532,Peltophorum pterocarpum,Caesalpinia glenieii,glenie
532,Peltophorum pterocarpum,Poinciana roxburghii,roxburgh
532,Peltophorum pterocarpum,Caesalpinia roxburghii,roxburgh
532,Peltophorum pterocarpum,Peltophorum roxburghii,roxburgh
532,Peltophorum pterocarpum,Caesalpinia macklottii,macklott
533,Sisymbrium orientale,Sisymbrium orientale subsp. gaussenii,gaussen
534,Potamogeton distinctus,Potamogeton franchetii,franchet
535,Dianthus viscidus,Dianthus heldreichii,heldreich
535,Dianthus viscidus,Dianthus grisebachii,grisebach
536,Digitaria longiflora,Digitaria corradii,corrad
536,Digitaria longiflora,Digitaria preslii,presl
536,Digitaria longiflora,Digitaria friesii,fries
536,Digitaria longiflora,Paspalum preslii,presl
536,Digitaria longiflora,Digitaria roxburghii,roxburgh
537,Ephedra fragilis,Ephedra wettsteinii,wettstein
538,Heliotropium biblianum,Tournefortia wallichii,wallich
538,Heliotropium biblianum,Tetrandra wallichii,wallich
539,Garcinia cowa,Garcinia roxburghii,roxburgh
539,Garcinia cowa,Garcinia wallichii,wallich
540,Euphorbia pulcherrima,Euphorbia poinsettii,poinsett
541,Lagenaria siceraria,Trochomeria rehmannii,rehmann
542,Panicum trachyrhachis,Ichnanthus harmandii,harmand
542,Panicum trachyrhachis,Panicum kerrii,kerr
542,Panicum trachyrhachis,Panicum harmandii,harmand
543,Diospyros kurzii,Diospyros kurzii,kurz
544,Sterculia parviflora,Sterculia holttumii,holttum
545,Codonorchis lessonii,Codonorchis lessonii,lesson
545,Codonorchis lessonii,Calopogon lessonii,lesson
545,Codonorchis lessonii,Codonorchis skottsbergii,skottsberg
545,Codonorchis lessonii,Codonorchis poeppigii,poeppig
545,Codonorchis lessonii,Pogonia lessonii var. skottsbergii,skottsberg
545,Codonorchis lessonii,Epipactis lessonii,lesson
545,Codonorchis lessonii,Pogonia lessonii,lesson
545,Codonorchis lessonii,Pogonia lessonii var. poeppigii,poeppig
546,Pelargonium peltatum,Pelargonium bachmannii,bachmann
547,Euphorbia lecheoides,Chamaesyce wilsonii,wilson
547,Euphorbia lecheoides,Euphorbia lecheoides var. wilsonii,wilson
547,Euphorbia lecheoides,Chamaesyce lecheoides var. wilsonii,wilson
548,Agrostis thurberiana,Agrostis hillebrandii,hillebrand
549,Galactia dubia,Galactia dubia var. ehrenbergii,ehrenberg
550,Pavonia hastata,Pavonia jonesii,jones
551,Garcinia mannii,Garcinia mannii,mann
552,Carex mertensii,Carex mertensii,mertens
553,Jatropha curcas,Curcas adansonii,adanson
554,Argyreia mollis,Argyreia championii,champion
554,Argyreia mollis,Mouroucoa championii,champion
554,Argyreia mollis,Lettsomia championii,champion
555,Asplenium simile,Asplenium kaulfussii,kaulfuss
555,Asplenium simile,Asplenium cumingii,cuming
555,Asplenium simile,Asplenium schoggersii,schoggers
555,Asplenium simile,Chamaefilix kaulfussii,kaulfuss
555,Asplenium simile,Asplenium cookii,cook
556,Bolbitis quoyana,Poecilopteris smithii,smith
556,Bolbitis quoyana,Gymnopteris naumannii,naumann
556,Bolbitis quoyana,Bolbitis naumannii,naumann
557,Dillenia pentagyna,Dillenia baillonii,baillon
558,Aeschynanthus longicaulis,Trichosporum griffithii,griffith
558,Aeschynanthus longicaulis,Aeschynanthus griffithii,griffith
559,Datura stramonium,Datura bernhardii,bernhard
559,Datura stramonium,Datura cabanesii,cabanes
559,Datura stramonium,Datura bertolonii,bertolon
559,Datura stramonium,Datura wallichii,wallich
560,Crocus mathewii,Crocus mathewii,mathew
561,Teijsmanniodendron pteropodum,Vitex koordersii,koorders
562,Diospyros canaliculata,Diospyros treubii,treub
562,Diospyros canaliculata,Diospyros bequaertii,bequaert
563,Bauhinia forficata,Bauhinia goldmanii,goldman
564,Galanthus elwesii,Galanthus elwesii,elwes
564,Galanthus elwesii,Chianthemum elwesii,elwes
564,Galanthus elwesii,Galanthus gracilis subsp. baytopii,baytop
564,Galanthus elwesii,Galanthus elwesii subsp. wagenitzii,wagenitz
564,Galanthus elwesii,Galanthus elwesii subsp. baytopii,baytop
564,Galanthus elwesii,Galanthus elewesii,elewes
564,Galanthus elwesii,Galanthus elwesii subsp. yayintaschii,yayintasch
564,Galanthus elwesii,Galanthus elwesii subsp. akmanii,akman
565,Paspalum millegranum,Paspalum underwoodii,underwood
566,Umbilicus horizontalis,Umbilicus rodriguezii,rodriguez
567,Draba magellanica,Draba saffordii,safford
567,Draba magellanica,Draba chodatii,chodat
567,Draba magellanica,Draba magellanica var. saffordii,safford
568,Echium angustifolium,Echium sibthorpii,sibthorp
569,Colchicum cilicicum,Colchicum parkinsonii,parkinson
569,Colchicum cilicicum,Colchicum sibthorpii,sibthorp
570,Vachellia macracantha,Acacia humboldtii,humboldt
570,Vachellia macracantha,Poponax cowellii,cowell
570,Vachellia macracantha,Acacia cowellii,cowell
571,Aegilops speltoides,Triticum tournefortii,tournefort
571,Aegilops speltoides,Agropyron tournefortii,tournefort
572,Scrophularia auriculata,Scrophularia hurstii,hurst
572,Scrophularia auriculata,Scrophularia durandii,durand
573,Ageratina riparia,Eupatorium harrisii,harris
574,Croton linearis,Croton fergusonii,ferguson
574,Croton linearis,Croton linearis var. fergusonii,ferguson
574,Croton linearis,Croton kenskoffii,kenskoff
575,Piper umbellatum,Pothomorphe allenii,allen
576,Medicago littoralis,Medicago braunii,braun
577,Syzygium nervosum,Jambosa commersonii,commerson
577,Syzygium nervosum,Eugenia lambii,lamb
577,Syzygium nervosum,Eugenia holmanii,holman
578,Muscari neglectum,Etheiranthus jacquinii,jacquin
578,Muscari neglectum,Muscari elwesii,elwes
578,Muscari neglectum,Botryanthus saulii,saul
578,Muscari neglectum,Muscari letourneuxii,letourneux
578,Muscari neglectum,Botryanthus strangwaysii,strangways
578,Muscari neglectum,Muscari strangwaysii,strangways
578,Muscari neglectum,Muscari vinyalsii,vinyals
578,Muscari neglectum,Muscari vandasii,vandas
578,Muscari neglectum,Muscari conillii,conill
578,Muscari neglectum,Muscari grossheimii,grossheim
579,Psydrax dicoccos,Gardenia sonneratii,sonnerat
580,Angiopteris pruinosa,Angiopteris forbesii,forbes
581,Sarcolobus globosus,Gongronema finlaysonii,finlayson
581,Sarcolobus globosus,Gymnema finlaysonii,finlayson
581,Sarcolobus globosus,Sarcolobus banksii,banks
582,Pterostylis papuana,Pterostylis braemii,braem
583,Chisocheton macrophyllus,Chisocheton kingii,king
584,Carex middendorffii,Carex middendorffii,middendorff
585,Pseudophoenix sargentii,Pseudophoenix sargentii,sargent
585,Pseudophoenix sargentii,Chamaephoenix sargentii,sargent
585,Pseudophoenix sargentii,Cyclospathe northropii,northrop
586,Onosma frutescens,Onosma tournefortii,tournefort
587,Mangifera griffithii,Mangifera griffithii,griffith
587,Mangifera griffithii,Mangifera beccarii,beccar
588,Eriochloa procera,Eriochloa hackelii,hackel
589,Diplazium australe,Athyrium brownii,brown
590,Carex lyngbyei,Carex steenstrupii,steenstrup
590,Carex lyngbyei,Carex macounii,macoun
590,Carex lyngbyei,Carex riabushinskii,riabushinsk
591,Parablechnum cordatum,Lomaria gilliesii,gillies
591,Parablechnum cordatum,Blechnum gilliesii,gillies
591,Parablechnum cordatum,Struthiopteris gilliesii,gillies
591,Parablechnum cordatum,Orthogramma gilliesii,gillies
591,Parablechnum cordatum,Spicanta capensis var. gilliesii,gillies
591,Parablechnum cordatum,Blechnum chilense var. reedii,reed
592,Aglaia subminutiflora,Aglaia chalmersii,chalmers
592,Aglaia subminutiflora,Aglaia edelfeldtii,edelfeldt
592,Aglaia subminutiflora,Aglaia carrii,carr
593,Castanospermum australe,Castanospermum cunninghamii,cunningham
594,Piper dilatatum,Piper eggersii,eggers
594,Piper dilatatum,Piper readii,read
594,Piper dilatatum,Piper grahamii,graham
594,Piper dilatatum,Piper seitzii,seitz
595,Gossypium herbaceum,Gossypium simpsonii,simpson
595,Gossypium herbaceum,Gossypium zaitzevii,zaitzev
596,Cecropia peltata,Cecropia goodspeedii,goodspeed
597,Lotus corniculatus,Lotus tchihatchewii,tchihatchew
597,Lotus corniculatus,Lotus corniculatus var. futakii,futak
597,Lotus corniculatus,Lotus corniculatus subsp. ruprechtii,ruprecht
597,Lotus corniculatus,Lotus corniculatus subsp. komarovii,komarov
597,Lotus corniculatus,Lotus corniculatus var. sibthorpii,sibthorp
597,Lotus corniculatus,Lotus juzepczukii,juzepczuk
598,Lannea coromandelica,Spondias wirtgenii,wirtgen
599,Oxera splendida,Clerodendrum peekelii,peekel
599,Oxera splendida,Faradaya matthewsii,matthews
599,Oxera splendida,Faradaya peekelii,peekel
599,Oxera splendida,Faradaya hahlii,hahl
599,Oxera splendida,Faradaya albertisii,albertis
600,Diplazium sylvaticum,Callipteris swartzii,swartz
600,Diplazium sylvaticum,Athyrium swartzii,swartz
600,Diplazium sylvaticum,Asplenium bertolonii,bertolon
600,Diplazium sylvaticum,Athyrium lastii,last
600,Diplazium sylvaticum,Diplazium lastii,last
600,Diplazium sylvaticum,Asplenium goldmannii,goldmann
600,Diplazium sylvaticum,Asplenium mettenii,metten
600,Diplazium sylvaticum,Asplenium swartzii,swartz
600,Diplazium sylvaticum,Diplazium swartzii,swartz
601,Allamanda schottii,Allamanda schottii,schott
601,Allamanda schottii,Allamanda cathartica var. schottii,schott
601,Allamanda schottii,Allamanda hendersonii,henderson
601,Allamanda schottii,Allamanda aubletii,aublet
601,Allamanda schottii,Allamanda chelsonii,chelson
601,Allamanda schottii,Allamanda cathartica var. hendersonii,henderson
602,Paspalum sumatrense,Paspalum orbiculare var. otobedii,otobed
602,Paspalum sumatrense,Paspalum houttuynii,houttuyn
603,Mycetia cauliflora,Mycetia yatesii,yates
603,Mycetia cauliflora,Adenosacme scortechinii,scortechin
603,Mycetia cauliflora,Mycetia scortechinii,scortechin
604,Oxera amicorum,Faradaya powellii,powell
604,Oxera amicorum,Clerodendrum powellii,powell
604,Oxera amicorum,Clerodendrum arthur-gordonii,arthur-gordon
604,Oxera amicorum,Clerodendrum gordonii,gordon
605,Calamus aruensis,Calamus hollrungii,hollrung
606,Neoscortechinia forbesii,Neoscortechinia forbesii,forbes
606,Neoscortechinia forbesii,Scortechinia forbesii,forbes
607,Oxalis enneaphylla,Oxalis enneaphylla subsp. ibarii,ibar
607,Oxalis enneaphylla,Oxalis cunninghamii,cunningham
608,Pectis linearis,Pectis elongata var. schottii,schott
608,Pectis linearis,Pectis schottii,schott
609,Xylosma luzonensis,Xylosma cumingii,cuming
609,Xylosma luzonensis,Myroxylon cumingii,cuming
610,Maianthemum japonicum,Tovaria rossii,ross
610,Maianthemum japonicum,Smilacina rossii,ross
611,Diplazium caracasanum,Diplazium guildingii,guilding
611,Diplazium caracasanum,Asplenium guildingii,guilding
612,Cyperus difformis,Cyperus goeringii,goering
613,Lens nigricans,Lens biebersteinii,bieberstein
614,Melilotus indicus,Melilotus boumettii,boumett
614,Melilotus indicus,Melilotus bonplandii,bonpland
614,Melilotus indicus,Melilotus berardii,berard
614,Melilotus indicus,Trigonella smallii,small
614,Melilotus indicus,Melilotus tommasinii,tommasin
614,Melilotus indicus,Melilotus robinii,robin
615,Scurrula parasitica,Scurrula roxburghii,roxburgh
616,Aglaonema simplex,Aglaonema nieuwenhuisii,nieuwenhuis
616,Aglaonema simplex,Aglaonema simplex f. nieuwenhuisii,nieuwenhuis
617,Arum concinnatum,Arum nickelii,nickel
617,Arum concinnatum,Arum wettsteinii,wettstein
618,Bauhinia galpinii,Bauhinia galpinii,galpin
618,Bauhinia galpinii,Perlebia galpinii,galpin
619,Clerodendrum laevifolium,Clerodendrum wallichii,wallich
620,Hydrangea macrophylla,Hydrangea sieboldii,siebold
621,Kibara coriacea,Sciadicarpus brongniartii,brongniart
621,Kibara coriacea,Kibara vidalii,vidal
621,Kibara coriacea,Kibara warburgii,warburg
622,Camonea umbellata,Ipomoea rothii,roth
622,Camonea umbellata,Convolvulus rothii,roth
623,Peperomia glabella,Peperomia sintenisii,sintenis
623,Peperomia glabella,Peperomia taylorii,taylor
623,Peperomia glabella,Peperomia buchii,buch
623,Peperomia glabella,Peperomia wilsonii,wilson
623,Peperomia glabella,Peperomia quadrivii,quadriv
624,Lumnitzera racemosa,Pokornya ettingshausenii,ettingshausen
625,Pseudopogonatherum trispicatum,Erianthus roxburghii,roxburgh
625,Pseudopogonatherum trispicatum,Andropogon brongniartii,brongniart
626,Cissus trifoliata,Cissus incisa var. andrewsii,andrews
627,Selenicereus pteranthus,Cereus vaupelii,vaupel
627,Selenicereus pteranthus,Selenicereus boeckmannii,boeckmann
627,Selenicereus pteranthus,Cereus boeckmannii,boeckmann
627,Selenicereus pteranthus,Cereus rothii,roth
627,Selenicereus pteranthus,Selenicereus vaupelii,vaupel
627,Selenicereus pteranthus,Selenicereus rothii,roth
628,Zotovia thomsonii,Zotovia thomsonii,thomson
628,Zotovia thomsonii,Microlaena thomsonii,thomson
628,Zotovia thomsonii,Ehrharta thomsonii,thomson
628,Zotovia thomsonii,Petriella thomsonii,thomson
629,Ensete ventricosum,Musa laurentii,laurent
629,Ensete ventricosum,Musa holstii,holst
629,Ensete ventricosum,Ensete buchananii,buchanan
629,Ensete ventricosum,Musa schweinfurthii,schweinfurth
629,Ensete ventricosum,Musa buchananii,buchanan
629,Ensete ventricosum,Ensete holstii,holst
629,Ensete ventricosum,Ensete schweinfurthii,schweinfurth
629,Ensete ventricosum,Ensete laurentii,laurent
629,Ensete ventricosum,Ensete ventricosum var. montbeliardii,montbeliard
630,Asparagus schoberioides,Asparagus wrightii,wright
630,Asparagus schoberioides,Asparagus sieboldii,siebold
631,Helichrysum gossypinum,Gnaphalium webbii,webb
631,Helichrysum gossypinum,Helichrysum webbii,webb
632,Oplismenus compositus,Oplismenus thiebautii,thiebaut
632,Oplismenus compositus,Pollinia jacquinii,jacquin
632,Oplismenus compositus,Oplismenus liebmannii,liebmann
632,Oplismenus compositus,Oplismenus junghuhnii,junghuhn
632,Oplismenus compositus,Orthopogon junghuhnii,junghuhn
632,Oplismenus compositus,Oplismenus owatarii,owatar
633,Ipomoea cairica,Ipomoea bouvetii,bouvet
633,Ipomoea cairica,Batatas cavanillesii,cavanilles
633,Ipomoea cairica,Ipomoea jacquinii,jacquin
633,Ipomoea cairica,Convolvulus cavanillesii,cavanilles
633,Ipomoea cairica,Ipomoea cavanillesii,cavanilles
634,Myrsine hasseltii,Myrsine hasseltii,hasselt
634,Myrsine hasseltii,Rapanea hasseltii,hasselt
635,Cestrum parqui,Cestrum adelbertii,adelbert
635,Cestrum parqui,Cestrum mandonii,mandon
