plant_id,scientific_name,synonym,botanist_last_name
244,Chionanthus ramiflorus,Chionanthus paniculatus var. roxburghii,roxburgh
244,Chionanthus ramiflorus,Olea roxburghii,roxburgh
245,Dioscorea pentaphylla,Dioscorea jacquemontii,jacquemont
246,Gliricidia sepium,Gliricidia lambii,lamb
247,Gladiolus rehmannii,Gladiolus rehmannii,rehmann
247,Gladiolus rehmannii,Gladiolus ecklonii subsp. rehmannii,rehmann
248,Heteropogon contortus,Heteropogon roxburghii,roxburgh
248,Heteropogon contortus,Andropogon allionii,allion
248,Heteropogon contortus,Heteropogon allionii,allion
248,Heteropogon contortus,Andropogon bellardii,bellard
249,Paronychia argentea,Paronychia cuatrecasasii,cuatrecasas
250,Strychnos minor,Strychnos thonningii,thonning
250,Strychnos minor,Strychnos merrillii,merrill
250,Strychnos minor,Strychnos forbesii,forbes
250,Strychnos minor,Strychnos kerstingii,kersting
251,Dioscorea cordata,Rajania sintenisii,sintenis
251,Dioscorea cordata,Rajania ovata var. ehrenbergii,ehrenberg
252,Annona reticulata,Annona humboldtii,humboldt
253,Ixora coccinea,Ixora shawii,shaw
253,Ixora coccinea,Ixora coccinea var. hermannii,hermann
253,Ixora coccinea,Ixora eekhautii,eekhaut
254,Alyxia reinwardtii,Alyxia reinwardtii,reinwardt
254,Alyxia reinwardtii,Alyxia winckelii,winckel
254,Alyxia reinwardtii,Alyxia forbesii,forbes
254,Alyxia reinwardtii,Alyxia kurzii,kurz
254,Alyxia reinwardtii,Gynopogon reinwardtii,reinwardt
254,Alyxia reinwardtii,Alyxia kerrii,kerr
255,Passiflora andersonii,Passiflora andersonii,anderson
255,Passiflora andersonii,Tacsonia andersonii,anderson
255,Passiflora andersonii,Decaloba andersonii,anderson
256,Hymenophyllum holochilum,Meringium merrillii,merrill
256,Hymenophyllum holochilum,Hymenophyllum merrillii,merrill
256,Hymenophyllum holochilum,Hymenophyllum boschii,bosch
256,Hymenophyllum holochilum,Hymenophyllum smithii,smith
257,Lathyrus annuus,Lathyrus frenchii,french
258,Cyrtococcum patens,Cyrtococcum schmidtii,schmidt
258,Cyrtococcum patens,Panicum schmidtii,schmidt
258,Cyrtococcum patens,Panicum warburgii,warburg
258,Cyrtococcum patens,Cyrtococcum warburgii,warburg
259,Salvia verbenaca,Salvia fontii,font
259,Salvia verbenaca,Larnastyra claytonii,clayton
259,Salvia verbenaca,Salvia anselmii,anselm
259,Salvia verbenaca,Salvia vivianii,vivian
259,Salvia verbenaca,Salvia sennenii,sennen
259,Salvia verbenaca,Salvia basilii,basil
259,Salvia verbenaca,Salvia domenechii,domenech
259,Salvia verbenaca,Salvia spielmannii,spielmann
259,Salvia verbenaca,Salvia claytonii,clayton
259,Salvia verbenaca,Salvia sibthorpii,sibthorp
259,Salvia verbenaca,Salvia fleckii,fleck
260,Miliusa horsfieldii,Miliusa horsfieldii,horsfield
260,Miliusa horsfieldii,Saccopetalum horsfieldii,horsfield
261,Trichosanthes cucumerina,Trichosanthes ambrozii,ambroz
261,Trichosanthes cucumerina,Gymnopetalum wightii,wight
262,Dioscorea bulbifera,Dioscorea rogersii,rogers
263,Paspalum blodgettii,Paspalum blodgettii,blodgett
263,Paspalum blodgettii,Paspalum simpsonii,simpson
264,Montia fontana,Montia hallii,hall
264,Montia fontana,Montia chabertii,chabert
264,Montia fontana,Montia funstonii,funston
264,Montia fontana,Claytonia hallii,hall
265,Dipteris conjugata,Drynaria horsfieldii,horsfield
265,Dipteris conjugata,Dipteris horsfieldii,horsfield
265,Dipteris conjugata,Polypodium horsfieldii,horsfield
266,Echium webbii,Echium webbii,webb
267,Taraxacum gilliesii,Taraxacum gilliesii,gillies
267,Taraxacum gilliesii,Taraxacum ibarii,ibar
268,Poa pratensis,Poa skrjabinii,skrjabin
268,Poa pratensis,Poa peckii,peck
268,Poa pratensis,Poa maydellii,maydell
268,Poa pratensis,Poa brintnellii,brintnell
268,Poa pratensis,Poa pratensis subsp. jordanii,jordan
268,Poa pratensis,Poa macounii,macoun
268,Poa pratensis,Poa pratensis subsp. skrjabinii,skrjabin
268,Poa pratensis,Poa nymannii,nymann
268,Poa pratensis,Poa todarii,todar
268,Poa pratensis,Poa pratensis var. macounii,macoun
268,Poa pratensis,Poa pratensis var. maydellii,maydell
269,Populus tremula,Populus sieboldii,siebold
269,Populus tremula,Populus tremula var. sieboldii,siebold
269,Populus tremula,Populus rotundifolia var. bonatii,bonat
269,Populus tremula,Populus bonatii,bonat
270,Azadirachta indica,Melia hasskarlii,hasskarl
270,Azadirachta indica,Azadirachta indica subsp. vartakii,vartak
271,Alstonia scholaris,Alstonia kurzii,kurz
272,Allium neapolitanum,Allium cowanii,cowan
272,Allium neapolitanum,Allium gouanii,gouan
273,Nephrolepis biserrata,Aspidium hoffmannseggii,hoffmannsegg
273,Nephrolepis biserrata,Nephrodium hoffmanseggii,hoffmansegg
274,Solanum opacum,Solanum allanii,allan
275,Tectaria decurrens,Aspidium copelandii,copeland
276,Leontodon longirostris,Leontodon rothii,roth
277,Chrysophyllum cainito,Chrysophyllum bonplandii,bonpland
278,Cordia dichotoma,Cordia brownii,brown
278,Cordia dichotoma,Lithocardium griffithii,griffith
278,Cordia dichotoma,Cordia griffithii,griffith
278,Cordia dichotoma,Cordia wallichii,wallich
278,Cordia dichotoma,Cordia obliqua var. wallichii,wallich
279,Solanum torvum,Solanum mannii,mann
279,Solanum torvum,Solanum wightii,wight
280,Cyperus planifolius,Cyperus planifolius var. pickelii,pickel
280,Cyperus planifolius,Cyperus solmsii,solms
280,Cyperus planifolius,Cyperus krugii,krug
281,Pterocarpus indicus,Pterocarpus wallichii,wallich
282,Litsea glutinosa,Tetranthera roxburghii,roxburgh
282,Litsea glutinosa,Litsea involucrata var. fernandezii,fernandez
282,Litsea glutinosa,Litsea thwaitesii,thwaites
282,Litsea glutinosa,Litsea brassii,brass
283,Randia aculeata,Randia karstenii,karsten
284,Chromolaena odorata,Eupatorium klattii,klatt
285,Hedypnois rhagadioloides,Hedypnois tournefortii,tournefort
286,Erodium laciniatum,Erodium cavanillesii,cavanilles
287,Tapeinidium moluccanum,Hypolepis smithii,smith
288,Galium setaceum,Galium sibthorpii,sibthorp
289,Pinanga coronata,Pinanga kuhlii,kuhl
289,Pinanga coronata,Seaforthia kuhlii,kuhl
289,Pinanga coronata,Ptychosperma kuhlii,kuhl
290,Alternanthera brasiliana,Alternanthera brasiliana var. jacquinii,jacquin
291,Eleocharis pellucida,Scirpus thomsonii,thomson
291,Eleocharis pellucida,Eleocharis thomsonii,thomson
292,Vicia hirsuta,Vicia taquetii,taquet
292,Vicia hirsuta,Vicia mitchellii,mitchell
293,Fimbristylis dichotoma,Fimbristylis scherardii,scherard
293,Fimbristylis dichotoma,Fimbristylis germainii,germain
293,Fimbristylis dichotoma,Fimbristylis eggersii,eggers
293,Fimbristylis dichotoma,Fimbristylis ramosii,ramos
293,Fimbristylis dichotoma,Fimbristylis humboldtii,humboldt
293,Fimbristylis dichotoma,Isolepis elliottii,elliott
293,Fimbristylis dichotoma,Fimbristylis metzii,metz
293,Fimbristylis dichotoma,Scirpus elliottii,elliott
294,Juncus hybridus,Juncus bufonius var. kochii,koch
294,Juncus hybridus,Juncus congdonii,congdon
294,Juncus hybridus,Juncus bufonius var. cogdonii,cogdon
295,Freycinetia demissa,Freycinetia parksii,parks
296,Bikkia tetrandra,Bikkia comptonii,compton
296,Bikkia tetrandra,Bikkiopsis comptonii,compton
297,Selaginella substipitata,Selaginella sherringii,sherring
297,Selaginella substipitata,Selaginella nashii,nash
298,Crocus thomasii,Crocus thomasii,thomas
299,Torenia crustacea,Vandellia brownii,brown
299,Torenia crustacea,Lindernia crustacea var. smithii,smith
300,Crataegus pentagyna,Crataegus klokovii,klokov
300,Crataegus pentagyna,Crataegus petrodavisii,petrodavis
301,Xanthophyllum vitellinum,Xanthophyllum curtisii,curtis
301,Xanthophyllum vitellinum,Xanthophyllum griffithii var. curtisii,curtis
302,Nepeta argolica,Glechoma sibthorpii,sibthorp
302,Nepeta argolica,Nepeta sibthorpii,sibthorp
303,Ximenia americana,Ximenia rogersii,rogers
304,Leea guineensis,Leea wrightii,wright
304,Leea guineensis,Leea schomburgkii,schomburgk
304,Leea guineensis,Leea cumingii,cuming
305,Eleocharis geniculata,Eleocharis sintenisii,sintenis
305,Eleocharis geniculata,Scirpus brownii,brown
306,Ficus fistulosa,Ficus harlandii,harland
306,Ficus fistulosa,Ficus curranii,curran
307,Asphodelus ramosus,Asphodelus audibertii,audibert
308,Intsia bijuga,Bauhinia scandens var. horsfieldii,horsfield
308,Intsia bijuga,Lasiobema scandens var. horsfieldii,horsfield
308,Intsia bijuga,Lasiobema horsfieldii,horsfield
308,Intsia bijuga,Bauhinia horsfieldii,horsfield
309,Dracophyllum fitzgeraldii,Dracophyllum fitzgeraldii,fitzgerald
310,Araucaria columnaris,Araucaria cookii,cook
310,Araucaria columnaris,Eutacta cookii,cook
310,Araucaria columnaris,Araucaria lavoixii,lavoix
311,Arisarum vulgare,Arisarum forbesii,forbes
311,Arisarum vulgare,Arisarum veslingii,vesling
311,Arisarum vulgare,Arisarum jacquinii,jacquin
311,Arisarum vulgare,Arisarum sibthorpii,sibthorp
312,Malvaviscus arboreus,Malvaviscus drummondii,drummond
312,Malvaviscus arboreus,Malvaviscus jordan-mottii,jordan-mott
312,Malvaviscus arboreus,Malvaviscus conzattii,conzatt
312,Malvaviscus arboreus,Malvaviscus arboreus var. grisebachii,grisebach
312,Malvaviscus arboreus,Malvaviscus balbisii,balbis
313,Nertera granadensis,Peratanthe ekmanii,ekman
314,Petitia domingensis,Petitia domingensis var. poeppigii,poeppig
314,Petitia domingensis,Petitia poeppigii,poeppig
314,Petitia domingensis,Petitia domingensis var. ekmanii,ekman
315,Tillandsia utriculata,Tillandsia bartramii,bartram
315,Tillandsia utriculata,Allardtia potockii,potock
315,Tillandsia utriculata,Tillandsia sintenisii,sintenis
316,Poa trivialis,Poa schultesii,schultes
316,Poa trivialis,Poa kitaibelii,kitaibel
316,Poa trivialis,Poa perouinii,perouin
316,Poa trivialis,Poa portalii,portal
316,Poa trivialis,Poa woronowii,woronow
316,Poa trivialis,Poa villarsii,villars
316,Poa trivialis,Poa janczewskii,janczewsk
317,Paspalum repens,Paspalum frankii,frank
318,Anthurium palmatum,Anthurium andersonii,anderson
319,Bauhinia purpurea,Bauhinia kurzii,kurz
319,Bauhinia purpurea,Phanera kurzii,kurz
320,Rhopalostylis baueri,Rhopalostylis baueri var. cheesemanii,cheeseman
320,Rhopalostylis baueri,Rhopalostylis cheesemanii,cheeseman
320,Rhopalostylis baueri,Eora cheesemanii,cheeseman
321,Melastoma malabathricum,Osbeckia royenii,royen
321,Melastoma malabathricum,Melastoma banksii,banks
321,Melastoma malabathricum,Melastoma holmanii,holman
321,Melastoma malabathricum,Melastoma royenii,royen
322,Fimbristylis ferruginea,Fimbristylis roxburghii,roxburgh
323,Pittosporum arborescens,Pittosporum richii,rich
324,Picrasma javanica,Triscaphis kerrii,kerr
325,Carex gmelinii,Carex gmelinii,gmelin
326,Pandanus odorifer,Pandanus fosbergii,fosberg
326,Pandanus odorifer,Eydouxia delessertii,delessert
326,Pandanus odorifer,Pandanus phamhoangii,phamhoang
326,Pandanus odorifer,Pandanus delessertii,delessert
326,Pandanus odorifer,Pandanus hendersonii,henderson
326,Pandanus odorifer,Pandanus smitinandii,smitinand
326,Pandanus odorifer,Pandanus hartmanii,hartman
327,Mezzettia parviflora,Mezzettia curtisii,curtis
328,Loxogramme dictyopteris,Polypodium cunninghamii,cunningham
329,Rumex conglomeratus,Rumex winterlii,winterl
330,Terpsichore eggersii,Terpsichore eggersii,eggers
330,Terpsichore eggersii,Polypodium eggersii,eggers
330,Terpsichore eggersii,Grammitis eggersii,eggers
331,Ranunculus nivalis,Ranunculus jacquinii,jacquin
332,Lotus berthelotii,Lotus berthelotii,berthelot
332,Lotus berthelotii,Heinekenia berthelotii,berthelot
333,Cordyline australis,Cordyline veitchii,veitch
333,Cordyline australis,Cordyline sturmii,sturm
334,Gossypium hirsutum,Gossypium schottii,schott
334,Gossypium hirsutum,Gossypium harrisii,harris
334,Gossypium hirsutum,Gossypium birkinshawii,birkinshaw
334,Gossypium hirsutum,Gossypium rhorii,rhor
334,Gossypium hirsutum,Gossypium hirsutum f. pollardii,pollard
334,Gossypium hirsutum,Gossypium morrillii,morrill
335,Nervilia concolor,Pogonia scottii,scott
335,Nervilia concolor,Nervilia scottii,scott
336,Canaria tortuosa,Seseli webbii,webb
337,Juncus tenageia,Tenageia vaillantii,vaillant
337,Juncus tenageia,Juncus vaillantii,vaillant
338,Myristica hollrungii,Myristica hollrungii,hollrung
338,Myristica hollrungii,Myristica albertisii,albertis
339,Woodwardia radicans,Blechnum houttuynii,houttuyn
340,Anthurium willdenowii,Anthurium willdenowii,willdenow
341,Carex pisiformis,Carex mariesii,maries
342,Centaurium pulchellum,Centaurium hermannii,hermann
342,Centaurium pulchellum,Erythraea gerardii,gerard
342,Centaurium pulchellum,Centaurium pulchellum var. hermannii,hermann
342,Centaurium pulchellum,Chironia vaillantii,vaillant
342,Centaurium pulchellum,Chironia gerardii,gerard
342,Centaurium pulchellum,Erythraea hermannii,hermann
343,Athyrium wardii,Athyrium wardii,ward
343,Athyrium wardii,Asplenium wardii,ward
344,Eurya nitida,Eurya hasseltii,hasselt
344,Eurya nitida,Eurya japonica var. thunbergii,thunberg
345,Acriopsis liliifolia,Acriopsis liliifolia,liliifol
345,Acriopsis liliifolia,Acriopsis griffithii,griffith
346,Agrostis gigantea,Agrostis virletii,virlet
346,Agrostis gigantea,Agrostis welwitschii,welwitsch
346,Agrostis gigantea,Agrostis widenii,widen
346,Agrostis gigantea,Agrostis gigantea var. gouxii,goux
346,Agrostis gigantea,Vilfa gaudichaudii,gaudichaud
346,Agrostis gigantea,Agrostis zerovii,zerov
346,Agrostis gigantea,Agrostis kitaibelii,kitaibel
346,Agrostis gigantea,Agrostis sibthorpii,sibthorp
347,Hymenophyllum serrulatum,Leptocionium preslii,presl
347,Hymenophyllum serrulatum,Hymenophyllum preslii,presl
348,Cephalaria transsylvanica,Cephalaria allionii,allion
348,Cephalaria transsylvanica,Scabiosa hacquetii,hacquet
349,Romulea austinii,Romulea austinii,austin
350,Coccoloba swartzii,Coccoloba swartzii,swartz
350,Coccoloba swartzii,Uvifera swartzii,swartz
351,Solanum nigrum,Solanum tauschii,tausch
351,Solanum nigrum,Solanum nigrum subsp. schultesii,schultes
351,Solanum nigrum,Solanum schultesii,schultes
351,Solanum nigrum,Solanum roxburghii,roxburgh
351,Solanum nigrum,Solanum salzmannii,salzmann
352,Macrosolen cochinchinensis,Macrosolen fordii,ford
352,Macrosolen cochinchinensis,Elytranthe fordii,ford
352,Macrosolen cochinchinensis,Elytranthe barnesii,barnes
352,Macrosolen cochinchinensis,Loranthus fordii,ford
353,Harrisonia perforata,Lasiolepis bennetii,bennet
353,Harrisonia perforata,Harrisonia bennettii,bennett
354,Antirrhinum majus,Antirrhinum majus var. hendersonii,henderson
354,Antirrhinum majus,Antirrhinum hendersonii,henderson
355,Urceola laevigata,Ecdysanthera griffithii,griffith
356,Sideroxylon foetidissimum,Bumelia buchii,buch
356,Sideroxylon foetidissimum,Bumelia obovata var. krugii,krug
356,Sideroxylon foetidissimum,Bumelia krugii,krug
357,Cyperus cyperoides,Mariscus humbertii,humbert
357,Cyperus cyperoides,Cyperus kraussii,krauss
358,Fuchsia magellanica,Fuchsia thompsonii,thompson
358,Fuchsia magellanica,Fuchsia magellanica var. riccartonii,riccarton
358,Fuchsia magellanica,Fuchsia ricoartonii,ricoarton
359,Calyptranthes williamsii,Calyptranthes williamsii,williams
359,Calyptranthes williamsii,Calyptranthes pallens var. williamsii,williams
360,Selenicereus grandiflorus,Cereus antoinii,antoin
360,Selenicereus grandiflorus,Selenicereus maxonii,maxon
361,Euphorbia taurinensis,Euphorbia ehrenbergii,ehrenberg
361,Euphorbia taurinensis,Euphorbia cyprianii,cyprian
362,Melicope accedens,Euodia parkinsonii,parkinson
363,Coccoloba krugii,Coccoloba krugii,krug
363,Coccoloba krugii,Coccoloba borgesenii,borgesen
363,Coccoloba krugii,Uvifera krugii,krug
364,Iresine diffusa,Iresine endlichii,endlich
364,Iresine diffusa,Iresine mutisii,mutis
364,Iresine diffusa,Alternanthera forsstroemii,forsstroem
365,Neyraudia arundinacea,Donax thouarii,thouar
365,Neyraudia arundinacea,Arundo thouarsii,thouars
365,Neyraudia arundinacea,Arundo boivinii,boivin
365,Neyraudia arundinacea,Avena koenigii,koenig
365,Neyraudia arundinacea,Neyraudia thouarsii,thouars
366,Deschampsia chapmanii,Deschampsia chapmanii,chapman
367,Adenostemma verbesina,Adenostemma swartzii,swartz
368,Celosia argentea,Celosia huttonii,hutton
368,Celosia argentea,Amaranthus huttonii,hutton
369,Elaeagnus triflora,Elaeagnus cumingii,cuming
370,Mentha suaveolens,Mentha bofillii,bofill
370,Mentha suaveolens,Mentha suaveolens var. reverchonii,reverchon
370,Mentha suaveolens,Mentha ripartii,ripart
370,Mentha suaveolens,Mentha willdenowii,willdenow
371,Trema orientalis,Sponia commersonii,commerson
371,Trema orientalis,Celtis commersonii,commerson
371,Trema orientalis,Trema wightii,wight
371,Trema orientalis,Colubrina leschenaultii,leschenault
371,Trema orientalis,Trema commersonii,commerson
371,Trema orientalis,Sponia wightii,wight
372,Cenchrus brownii,Cenchrus brownii,brown
372,Cenchrus brownii,Cenchrus echinatus var. morisonii,morison
372,Cenchrus brownii,Cenchrus cavanillesii,cavanilles
373,Melastoma cyanoides,Otanthera lamii,lam
373,Melastoma cyanoides,Otanthera macgregorii,macgregor
374,Myrcianthes fragrans,Eugenia simpsonii,simpson
374,Myrcianthes fragrans,Myrcianthes fragrans var. simpsonii,simpson
374,Myrcianthes fragrans,Anamomis simpsonii,simpson
374,Myrcianthes fragrans,Myrcianthes simpsonii,simpson
374,Myrcianthes fragrans,Myrcianthes dugandii,dugand
374,Myrcianthes fragrans,Myrcianthes fragrans subsp. simpsonii,simpson
374,Myrcianthes fragrans,Eugenia dugandii,dugand
374,Myrcianthes fragrans,Eugenia steyermarkii,steyermark
375,Rhododendron ponticum,Rhododendron adansonii,adanson
376,Nectandra krugii,Nectandra krugii,krug
376,Nectandra krugii,Ocotea krugii,krug
377,Citrus hystrix,Citrus southwickii,southwick
377,Citrus hystrix,Citrus kerrii,kerr
377,Citrus hystrix,Papeda rumphii,rumph
378,Aristolochia acuminata,Aristolochia eschscholtzii,eschscholtz
379,Heliconia psittacorum,Heliconia andrewsii,andrews
380,Digitaria sanguinalis,Digitaria sanguinalis var. stewartii,stewart
380,Digitaria sanguinalis,Panicum kunthii,kunth
381,Scaevola plumieri,Scaevola thunbergii,thunberg
382,Ochna integerrima,Ochna wallichii,wallich
382,Ochna integerrima,Polythecium thorelii,thorel
382,Ochna integerrima,Diporidium wallichii,wallich
382,Ochna integerrima,Polythecanthum thorelii,thorel
382,Ochna integerrima,Ochna harmandii,harmand
382,Ochna integerrima,Discladium wallichii,wallich
382,Ochna integerrima,Polythecium griffithii,griffith
382,Ochna integerrima,Discladium harmandii,harmand
383,Asplenium pellucidum,Asplenium boivinii,boivin
383,Asplenium pellucidum,Asplenium hilsenbergii,hilsenberg
384,Baccharis pedunculata,Eupatorium braunii,braun
384,Baccharis pedunculata,Baccharis braunii,braun
385,Manilkara bidentata,Manilkara balata var. schomburgkii,schomburgk
385,Manilkara bidentata,Mimusops balata var. schomburgkii,schomburgk
385,Manilkara bidentata,Manilkara williamsii,williams
385,Manilkara bidentata,Manilkara balata var. hartii,hart
385,Manilkara bidentata,Mimusops balata var. hartii,hart
385,Manilkara bidentata,Mimusops commersonii,commerson
385,Manilkara bidentata,Kaukenia commersonii,commerson
385,Manilkara bidentata,Imbricaria commersonii,commerson
386,Coccoloba diversifolia,Uvifera curtisii,curtis
386,Coccoloba diversifolia,Coccoloba curtisii,curtis
387,Mesua ferrea,Mesua roxburghii,roxburgh
388,Wedelia calycina,Wedelia jacquinii,jacquin
388,Wedelia calycina,Wedelia jacquinii f. andersonii,anderson
388,Wedelia calycina,Wedelia jacquinii var. andersonii,anderson
389,Crupina crupinastrum,Centaurea visianii subsp. visianii,visian
389,Crupina crupinastrum,Centaurea visianii,visian
389,Crupina crupinastrum,Crupina zuccarinii,zuccarin
389,Crupina crupinastrum,Crupina morisii,moris
390,Diospyros pilosanthera,Diospyros hiernii,hiern
390,Diospyros pilosanthera,Diospyros pilosanthera var. nurii,nur
390,Diospyros pilosanthera,Diospyros moonii,moon
391,Waltheria indica,Waltheria wildii,wild
391,Waltheria indica,Waltheria martii,mart
392,Oloptum miliaceum,Milium thomasii,thomas
392,Oloptum miliaceum,Piptatherum miliaceum subsp. thomasii,thomas
392,Oloptum miliaceum,Urachne thomasii,thomas
392,Oloptum miliaceum,Oloptum thomasii,thomas
392,Oloptum miliaceum,Oryzopsis thomasii,thomas
392,Oloptum miliaceum,Piptatherum thomasii,thomas
393,Maasia glauca,Unona merrittii,merritt
393,Maasia glauca,Polyalthia merrittii,merritt
393,Maasia glauca,Polyalthia parkinsonii,parkinson
394,Rauvolfia viridis,Rauvolfia lamarckii,lamarck
394,Rauvolfia viridis,Rauvolfia lamarkii,lamark
395,Juncus articulatus,Juncus tatewakii,tatewak
395,Juncus articulatus,Juncus engelmannii,engelmann
395,Juncus articulatus,Juncus articulatus f. zapalowiczii,zapalowicz
396,Deschampsia media,Calamagrostis leersii,leers
396,Deschampsia media,Deschampsia media subsp. masclansii,masclans
396,Deschampsia media,Schismus gouanii,gouan
396,Deschampsia media,Deschampsia media var. masclansii,masclans
396,Deschampsia media,Schismus villarsii,villars
396,Deschampsia media,Aira reverchonii,reverchon
396,Deschampsia media,Aira lensii,lens
396,Deschampsia media,Aira leersii,leers
396,Deschampsia media,Aira edouardii,edouard
396,Deschampsia media,Aira caryophyllea subsp. reverchonii,reverchon
396,Deschampsia media,Aira hostii,host
397,Juniperus chinensis,Juniperus thunbergii,thunberg
397,Juniperus chinensis,Juniperus shepherdii,shepherd
397,Juniperus chinensis,Juniperus sheppardii,sheppard
397,Juniperus chinensis,Juniperus gaussenii,gaussen
397,Juniperus chinensis,Juniperus chinensis var. gaussenii,gaussen
397,Juniperus chinensis,Juniperus jacobii,jacob
398,Leptospermum scoparium,Leptospermum scoparium var. nichollsii,nicholls
398,Leptospermum scoparium,Leptospermum nichollsii,nicholls
398,Leptospermum scoparium,Leptospermum scoparium var. martinii,martin
399,Bauhinia monandra,Bauhinia krugii,krug
400,Hymenophyllum wrightii,Hymenophyllum wrightii,wright
400,Hymenophyllum wrightii,Mecodium wrightii,wright
401,Veronica grisebachii,Veronica grisebachii,grisebach
402,Microlepia speluncae,Dicksonia lessonii,lesson
403,Leucas lavandulifolia,Leucas brownii,brown
404,Fumaria bastardii,Fumaria bastardii,bastard
404,Fumaria bastardii,Fumaria bastardii var. jordanii,jordan
404,Fumaria bastardii,Fumaria jordanii,jordan
405,Arundina graminifolia,Arundina meyenii,meyen
405,Arundina graminifolia,Cymbidium meyenii,meyen
405,Arundina graminifolia,Arundina philippii,philipp
406,Luzula campestris,Luzula chabertii,chabert
407,Aneilema acuminatum,Commelina brownii,brown
408,Cratoxylum cochinchinense,Cratoxylum wightii,wight
409,Veronica elliptica,Veronica simpsonii,simpson
409,Veronica elliptica,Hebe menziesii,menzies
409,Veronica elliptica,Veronica menziesii,menzies
410,Colchicum burttii,Colchicum burttii,burtt
411,Trichilia septentrionalis,Trichilia moritzii,moritz
411,Trichilia septentrionalis,Trichilia krukovii,krukov
412,Soulamea amara,Cardiophora hindsii,hinds
413,Ptychosperma elegans,Archontophoenix veitchii,veitch
413,Ptychosperma elegans,Ptychosperma seaforthii,seaforth
414,Psychotria ligustrifolia,Psychotria stahlii,stahl
415,Athyrium vidalii,Athyrium vidalii,vidal
415,Athyrium vidalii,Athyrium neowardii,neoward
415,Athyrium vidalii,Asplenium vidalii,vidal
416,Rourea minor,Connarus roxburghii,roxburgh
416,Rourea minor,Santaloides afzelii,afzel
416,Rourea minor,Rourea millettii,millett
416,Rourea minor,Santalodes roxburghii,roxburgh
416,Rourea minor,Santaloides beccarii,beccar
416,Rourea minor,Rourea afzelii,afzel
417,Ryparosa javanica,Ryparosa kurzii,kurz
418,Bulbinella rossii,Bulbinella rossii,ross
418,Bulbinella rossii,Anthericum rossii,ross
418,Bulbinella rossii,Chrysobactron rossii,ross
418,Bulbinella rossii,Veratrum dubouzetii,dubouzet
419,Gagea amblyopetala,Gagea heldreichii,heldreich
420,Strophanthus caudatus,Strophanthus caudatus fo. marckii,marck
420,Strophanthus caudatus,Strophanthus cumingii,cuming
420,Strophanthus caudatus,Strophanthus griffithii,griffith
421,Aglaia spectabilis,Amoora wallichii,wallich
421,Aglaia spectabilis,Aphanamixis wallichii,wallich
422,Abarema jupunba,Pithecellobium brongniartii,brongniart
423,Bridelia ovata,Bridelia kurzii,kurz
424,Paspalum laxum,Paspalum richardii,richard
425,Caryota mitis,Caryota griffithii,griffith
425,Caryota mitis,Drymophloeus zippellii,zippell
426,Salvia serotina,Salvia blodgettii,blodgett
426,Salvia serotina,Salvia micrantha var. blodgettii,blodgett
426,Salvia serotina,Salvia fernaldii,fernald
427,Melica ciliata,Melica magnolii,magnol
427,Melica ciliata,Melica ciliata f. pappii,papp
427,Melica ciliata,Melica ciliata subsp. magnolii,magnol
428,Podocarpus macrophyllus,Margbensonia sweetii,sweet
428,Podocarpus macrophyllus,Podocarpus sweetii,sweet
428,Podocarpus macrophyllus,Podocarpus macrophyllus subsp. forrestii,forrest
428,Podocarpus macrophyllus,Margbensonia forrestii,forrest
428,Podocarpus macrophyllus,Podocarpus forrestii,forrest
429,Saccoloma domingense,Dicksonia eggersii,eggers
429,Saccoloma domingense,Patania lindenii,linden
429,Saccoloma domingense,Dicksonia lindenii,linden
429,Saccoloma domingense,Dicksonia plumieri var. lindenii,linden
429,Saccoloma domingense,Saccoloma lindenii,linden
430,Euphorbia pallens,Anisophyllum vahlii,vahl
430,Euphorbia pallens,Chamaesyce vahlii,vahl
430,Euphorbia pallens,Euphorbia coudercii,couderc
430,Euphorbia pallens,Euphorbia harmandii,harmand
430,Euphorbia pallens,Chamaesyce vachellii,vachell
430,Euphorbia pallens,Chamaesyce harmandii,harmand
430,Euphorbia pallens,Euphorbia vachellii,vachell
430,Euphorbia pallens,Chamaesyce coudercii,couderc
431,Glebionis segetum,Chrysanthemum welwitschii,welwitsch
432,Anacolosa frutescens,Salacia bartlettii,bartlett
433,Phragmites karka,Trichoon roxburghii,roxburgh
433,Phragmites karka,Phragmites roxburghii,roxburgh
433,Phragmites karka,Arundo roxburghii,roxburgh
434,Schradera exotica,Schradera vahlii,vahl
435,Terminalia citrina,Terminalia curtisii,curtis
435,Terminalia citrina,Terminalia manii,man
435,Terminalia citrina,Terminalia teysmannii,teysmann
436,Cyperus surinamensis,Cyperus meyenii,meyen
437,Jasminum elongatum,Jasminum horsfieldii,horsfield
437,Jasminum elongatum,Jasminum evansii,evans
437,Jasminum elongatum,Jasminum aemulum var. brassii,brass
437,Jasminum elongatum,Jasminum esquirolii,esquirol
437,Jasminum elongatum,Jasminum forstenii,forsten
438,Plantago coronopus,Plantago aschersonii,ascherson
438,Plantago coronopus,Plantago jacquinii,jacquin
438,Plantago coronopus,Plantago parishii,parish
439,Meliosma herbertii,Meliosma herbertii,herbert
440,Imperata cylindrica,Imperata koenigii,koenig
440,Imperata cylindrica,Imperata arundinacea var. koenigii,koenig
440,Imperata cylindrica,Saccharum thunbergii,thunberg
440,Imperata cylindrica,Saccharum koenigii,koenig
