scientific_name,author,year,bibliography,image_url,family,genus,plant_wiki,plant_id
Pandanus odorifer,(Forssk.) Kuntze,1891.0,Revis. Gen. Pl. 2: 737 (1891),https://d2seqvvyy3b8p2.cloudfront.net/9a8531f08b55ad171d0b5ab88b2c6da4.jpg,Pandanaceae,Pandanus,https://en.wikipedia.org/wiki/Pandanus_odorifer,326
Mezzettia parviflora,Becc.,1871.0,Nuovo Giorn. Bot. Ital. 3: 188 (1871),https://d2seqvvyy3b8p2.cloudfront.net/5d74dd5c445f77af79c470f90ca12c40.jpg,Annonaceae,Mezzettia,https://en.wikipedia.org/wiki/Mezzettia,327
Loxogramme dictyopteris,(Mett.) Copel.,1929.0,Univ. Calif. Publ. Bot. 14. 369 (1929),https://d2seqvvyy3b8p2.cloudfront.net/2233c532941ad4a6bf3138ba05007c77.jpg,Polypodiaceae,Loxogramme,https://en.wikipedia.org/wiki/Loxogramme_dictyopteris,328
Rumex conglomeratus,Murray,1770.0,Prod. Stirp. Gott.: 52 (1770),https://bs.plantnet.org/image/o/3bc80610ce295a67bc9ba2c9fe4ccc476d303d7f,Polygonaceae,Rumex,https://en.wikipedia.org/wiki/Rumex_conglomeratus,329
Terpsichore eggersii,A.R.Sm. (Baker),1962.0,"Smith AR (1993) Terpsichore, a New Genus of Grammitidaceae (Pteridophyta). Novon 3(4): 478. doi: 10.2307/3391398.",https://d2seqvvyy3b8p2.cloudfront.net/0d8360ebcefb472a4bbf73b14468b7d7.jpg,Polypodiaceae,Terpsichore,https://en.wikipedia.org/wiki/Terpsichore_(plant),330
Ranunculus nivalis,L.,1753.0,Sp. Pl.: 553 (1753),https://d2seqvvyy3b8p2.cloudfront.net/7a014b5dc7dcf02f7312b8573d087b83.jpg,Ranunculaceae,Ranunculus,https://en.wikipedia.org/wiki/Ranunculus_nivalis,331
Lotus berthelotii,Mansf.,1881.0,Anales Soc. Esp. Hist. Nat. 10: 160 (1881),https://bs.plantnet.org/image/o/3752bd26b85ab28e7fa31520d77972107eb6c377,Fabaceae,Lotus,https://en.wikipedia.org/wiki/Lotus_berthelotii,332
Cordyline australis,(G.Forst.) Endl.,1833.0,Prodr. Fl. Norfolk.: 29 (1833),https://bs.plantnet.org/image/o/3a37081f48be3ed1c0063f81014babcbd025ee2c,Asparagaceae,Cordyline,https://en.wikipedia.org/wiki/Cordyline_australis,333
Gossypium hirsutum,L.,1763.0,Sp. Pl. ed. 2: 975 (1763),https://bs.plantnet.org/image/o/97c2b131692c167d50e557a845518dec07811f97,Malvaceae,Gossypium,https://en.wikipedia.org/wiki/Gossypium_hirsutum,334
Nervilia concolor,(Blume) Schltr.,1911.0,Bot. Jahrb. Syst. 45: 404 (1911),https://d2seqvvyy3b8p2.cloudfront.net/ea51cb6d7ba94665789a1d32af632018.jpg,Orchidaceae,Nervilia,https://en.wikipedia.org/wiki/Nervilia_concolor,335
Canaria tortuosa,(Webb & Berthel.) Jim.Mejías & P.Vargas,2015.0,Phytotaxa 212: 74 (2015),https://d2seqvvyy3b8p2.cloudfront.net/b23384fb2ff6822ac80a35a8b920c1b6.jpg,Apiaceae,Canaria,,336
Juncus tenageia,Ehrh. ex L.f.,1781.0,Suppl. Pl.: 208 (1781),https://bs.plantnet.org/image/o/f22ad24c5ec6937c10a57762c55554b36ea582be,Juncaceae,Juncus,https://en.wikipedia.org/wiki/Juncus_tenageia,337
Myristica hollrungii,Warb.,1897.0,Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 68: 490 (1897),https://d2seqvvyy3b8p2.cloudfront.net/cf27242865030f3a55935fc69314b4fe.jpg,Myristicaceae,Myristica,https://en.wikipedia.org/wiki/Myristica_hollrungii,338
Woodwardia radicans,(L.) Sm.,1793.0,Mém. Acad. Roy. Sci. (Turin) 5: 412 (1793),https://bs.plantnet.org/image/o/67ed9063a7c6a5c23802d7dea127eae20dfc266f,Aspleniaceae,Woodwardia,https://en.wikipedia.org/wiki/Woodwardia_radicans,339
Anthurium willdenowii,Kunth,1841.0,Enum. Pl. 3: 71 (1841),https://d2seqvvyy3b8p2.cloudfront.net/8450c7eca944ddaaa2d41885eba551db.jpg,Araceae,Anthurium,https://en.wikipedia.org/wiki/List_of_Anthurium_species,340
Carex pisiformis,Boott,1857.0,"M.C.Perry, Narr. Exped. China Japan 2: 324 (1857)",https://d2seqvvyy3b8p2.cloudfront.net/81289f216c00be468df28f7af564d2dd.jpg,Cyperaceae,Carex,https://en.wikipedia.org/wiki/List_of_Carex_species,341
Centaurium pulchellum,"(Sw.) Hayek ex Hand.-Mazz., Stadlm., Janch. & Faltis",1906.0,Oesterr. Bot. Z. 56: 70 (1906),https://bs.plantnet.org/image/o/6d7f7c73d68efc2eece98d923c688af1b6e18b7a,Gentianaceae,Centaurium,https://en.wikipedia.org/wiki/Centaurium_pulchellum,342
Athyrium wardii,(Hook.) Makino,1899.0,Bot. Mag. (Tokyo) 13: 28 (1899),https://d2seqvvyy3b8p2.cloudfront.net/6515dcaa55787141fdd2299c65d20fb0.jpg,Aspleniaceae,Athyrium,https://en.wikipedia.org/wiki/Athyrium,343
Eurya nitida,Korth.,1841.0,"Verh. Nat. Gesch. Ned. Bezitt., Bot.: 115 (1841)",https://d2seqvvyy3b8p2.cloudfront.net/8b32c58ccba6197bd9fe3e00669fc348.jpg,Pentaphylacaceae,Eurya,,344
Acriopsis liliifolia,(J.Koenig) Ormerod,,,https://d2seqvvyy3b8p2.cloudfront.net/2826222b7fbfd552d8be3812bbc8236a.jpg,Orchidaceae,Acriopsis,https://en.wikipedia.org/wiki/Acriopsis_liliifolia,345
Agrostis gigantea,Roth,1788.0,Tent. Fl. Germ. 1: 31 (1788),https://bs.plantnet.org/image/o/51c32a8302d554e30bdd9a4e3de20bbfe9fad9e2,Poaceae,Agrostis,https://en.wikipedia.org/wiki/Agrostis_gigantea,346
Hymenophyllum serrulatum,(C.Presl) C.Chr.,1905.0,Index Filic.: 367 (1905),https://d2seqvvyy3b8p2.cloudfront.net/34aa18e2df9b08d11209fbd4b2d92b8a.jpg,Hymenophyllaceae,Hymenophyllum,,347
Cephalaria transsylvanica,(L.) Schrad.,1814.0,"Index Seminum (GOET, Gottingensis) 1814: 2 (1814)",https://d2seqvvyy3b8p2.cloudfront.net/401fa01c2772acdc4b3a1f9240c8de69.jpg,Caprifoliaceae,Cephalaria,,348
Romulea austinii,E.Phillips,1923.0,Fl. Pl. South Africa 3: t. 90 (1923),https://d2seqvvyy3b8p2.cloudfront.net/662f61ee2239762e7e3db9ca4d205f9a.jpg,Iridaceae,Romulea,https://en.wikipedia.org/wiki/Romulea,349
Coccoloba swartzii,Meisn.,1856.0,"A.P.de Candolle, Prodr. 14: 159 (1856)",https://d2seqvvyy3b8p2.cloudfront.net/149c2947e771374b315b66288fc4358e.jpg,Polygonaceae,Coccoloba,https://en.wikipedia.org/wiki/Coccoloba,350
Solanum nigrum,L.,1753.0,Sp. Pl.: 186 (1753),https://d2seqvvyy3b8p2.cloudfront.net/cc37d08ad4fae274ee3e60c405bb8dec.jpg,Solanaceae,Solanum,https://en.wikipedia.org/wiki/Solanum_nigrum,351
Macrosolen cochinchinensis,Tiegh. (Lour.),1894.0,Tieghem MPV (1894) Structure De La Racine Dans Les Loranthacées Parasites. Bulletin de la Société Botanique de France 41: 121-127. doi: 10.1080/00378941.1894.10831582.,https://bs.plantnet.org/image/o/0f3ca70bb930a56d27643830fb1a0ab64ed634cf,Loranthaceae,Macrosolen,https://en.wikipedia.org/wiki/Macrosolen,352
Harrisonia perforata,(Blanco) Merr.,1912.0,"Philipp. J. Sci., C 7: 236 (1912)",https://d2seqvvyy3b8p2.cloudfront.net/0a769361ed7e97facf399e7035a2d808.jpg,Rutaceae,Harrisonia,https://en.wikipedia.org/wiki/Harrisonia_perforata,353
Antirrhinum majus,L.,1753.0,Sp. Pl.: 617 (1753),https://bs.plantnet.org/image/o/055f1c1a6525f9ba1c47df09d382599abb85ce91,Plantaginaceae,Antirrhinum,https://en.wikipedia.org/wiki/Antirrhinum_majus,354
Urceola laevigata,(Juss.) D.J.Middleton & Livsh.,2018.0,Taxon 67: 356 (2018),https://d2seqvvyy3b8p2.cloudfront.net/9358cbe044d308080e99da7b676c1510.jpg,Apocynaceae,Urceola,https://en.wikipedia.org/wiki/Parameria,355
Sideroxylon foetidissimum,Jacq.,1760.0,Enum. Syst. Pl.: 15 (1760),https://bs.plantnet.org/image/o/d58e9d2c65520912ff9c668511b2272cd06e2e0e,Sapotaceae,Sideroxylon,https://en.wikipedia.org/wiki/Sideroxylon_foetidissimum,356
Cyperus cyperoides,(L.) Kuntze,1898.0,Revis. Gen. Pl. 3(2): 333 (1898),https://d2seqvvyy3b8p2.cloudfront.net/0b5249447986b5823252ef5cffb17e2a.jpg,Cyperaceae,Cyperus,https://en.wikipedia.org/wiki/List_of_least_concern_plants,357
Fuchsia magellanica,Lam.,1788.0,Encycl. 2: 564 (1788),https://bs.plantnet.org/image/o/635d434d54af432cf649f9f774126ac3cc1e66d0,Onagraceae,Fuchsia,https://en.wikipedia.org/wiki/Fuchsia_magellanica,358
Calyptranthes williamsii,Standl.,1950.0,Ceiba 1: 156 (1950),https://bs.plantnet.org/image/o/100c4f124c1b4b3a27a5e9687fb5a592e50a115d,Myrtaceae,Calyptranthes,https://en.wikipedia.org/wiki/Calyptranthes,359
Selenicereus grandiflorus,(L.) Britton & Rose,1909.0,Contr. U.S. Natl. Herb. 12: 430 (1909),https://bs.plantnet.org/image/o/9a04b43269d21faef1f5797489f560d9ff80a6de,Cactaceae,Selenicereus,https://en.wikipedia.org/wiki/Selenicereus_grandiflorus,360
Euphorbia taurinensis,All.,1785.0,Fl. Pedem. 1: 287 (1785),https://bs.plantnet.org/image/o/56159f655f863d3e3e63ba65944a97baa08450eb,Euphorbiaceae,Euphorbia,https://en.wikipedia.org/wiki/List_of_Euphorbia_species_(P%E2%80%93Z),361
Melicope accedens,(Blume) T.G.Hartley,1994.0,Sandakania 4: 67 (1994),https://d2seqvvyy3b8p2.cloudfront.net/0e4609662794fcad92cc960852f8cd6b.jpg,Rutaceae,Melicope,https://en.wikipedia.org/wiki/Melicope_accedens,362
Coccoloba krugii,Lindau,1890.0,Bot. Jahrb. Syst. 13: 145 (1890),https://d2seqvvyy3b8p2.cloudfront.net/9dbf8969beb6a4f836382dfa74855e21.jpg,Polygonaceae,Coccoloba,https://en.wikipedia.org/wiki/Coccoloba,363
Iresine diffusa,Humb. & Bonpl. ex Willd.,1806.0,Sp. pl. 4(2):765.  1806,https://d2seqvvyy3b8p2.cloudfront.net/18970a357712bd7581961b6912e65e4a.jpg,Amaranthaceae,Iresine,https://en.wikipedia.org/wiki/Iresine_diffusa,364
Neyraudia arundinacea,(L.) Henrard,1929.0,Meded. Rijks-Herb. 58: 8 (1929),https://storage.googleapis.com/powop-assets/grassbase/media/Neyraudia_arundinacea_2011_fullsize.jpg,Poaceae,Neyraudia,https://en.wikipedia.org/wiki/Neyraudia,365
Deschampsia chapmanii,Petrie,1891.0,Trans. & Proc. New Zealand Inst. 23: 401 (1891),https://d2seqvvyy3b8p2.cloudfront.net/0ff0474b340d8a379a0ea893e884117b.jpg,Poaceae,Deschampsia,https://en.wikipedia.org/wiki/Deschampsia_chapmanii,366
Adenostemma verbesina,Kuntze,1891.0,Revis. Gen. Pl. 1: 304 (1891),https://d2seqvvyy3b8p2.cloudfront.net/17ddc1a6faa228fbdc5667cf5e333090.jpg,Asteraceae,Adenostemma,https://en.wikipedia.org/wiki/Adenostemma,367
Celosia argentea,L.,1753.0,Sp. Pl.: 205 (1753),https://bs.plantnet.org/image/o/dbdecfd2a4befbd7fb30c5bf0083fa8abb2c336e,Amaranthaceae,Celosia,https://en.wikipedia.org/wiki/Celosia_argentea,368
Elaeagnus triflora,Roxb.,1820.0,Fl. Ind. 1: 459 (1820),https://bs.plantnet.org/image/o/9956eb5a9d8e39fe713156a5061ee419e92c5418,Elaeagnaceae,Elaeagnus,https://en.wikipedia.org/wiki/Elaeagnus,369
Mentha suaveolens,Ehrh.,1792.0,Beitr. Naturk. 7: 149 (1792),https://bs.plantnet.org/image/o/43b51343df0a6d908fe1e0f5da1683e38ee0931d,Lamiaceae,Mentha,https://en.wikipedia.org/wiki/Mentha_suaveolens,370
Trema orientalis,Blume,1856.0,Mus. Bot. 2:62.  1856,https://bs.plantnet.org/image/o/b3da069564d3a2aa1e29cead2f08433fecbabedc,Cannabaceae,Trema,https://en.wikipedia.org/wiki/Trema_orientalis,371
Cenchrus brownii,Roem. & Schult.,1817.0,"Syst. Veg., ed. 15 bis 2: 258 (1817)",https://d2seqvvyy3b8p2.cloudfront.net/fea5120089e758cc452144d34eed0430.jpg,Poaceae,Cenchrus,https://en.wikipedia.org/wiki/Cenchrus,372
Melastoma cyanoides,Sm.,1812.0,"A.Rees, Cycl. 23(I): n.° 56, 57 (1812)",https://d2seqvvyy3b8p2.cloudfront.net/97a1e039d70eeba31132d7bced79b73a.jpg,Melastomataceae,Melastoma,https://en.wikipedia.org/wiki/Melastoma,373
Myrcianthes fragrans,(Sw.) McVaugh,1963.0,"Fieldiana, Bot. 29: 485 (1963)",https://bs.plantnet.org/image/o/c4634ac8149b86ac040aa5b1fcd0f2efae403873,Myrtaceae,Myrcianthes,https://en.wikipedia.org/wiki/Myrcianthes_fragrans,374
Rhododendron ponticum,L.,1762.0,Sp. Pl. ed. 2: 562 (1762),https://bs.plantnet.org/image/o/70d3d15863ff0756d62cf427edf8b7261ddbc35f,Ericaceae,Rhododendron,https://en.wikipedia.org/wiki/Rhododendron_ponticum,375
Nectandra krugii,Mez,1889.0,Jahrb. Königl. Bot. Gart. Berlin 5: 422 (1889),https://d2seqvvyy3b8p2.cloudfront.net/7645a860a21ffa480ce7abfc2ab98ae6.jpg,Lauraceae,Nectandra,https://en.wikipedia.org/wiki/Nectandra_krugii,376
Citrus hystrix,DC.,1813.0,Cat. Pl. Horti Monsp.: 97 (1813),https://bs.plantnet.org/image/o/74e17d118ff929c874b334cb69076940bb3aedb8,Rutaceae,Citrus,https://en.wikipedia.org/wiki/Kaffir_lime,377
Aristolochia acuminata,Lam.,1783.0,Encycl. 1:254.  1783,https://bs.plantnet.org/image/o/d61399a362651dc83c37d9b42fa27f77e7793bc2,Aristolochiaceae,Aristolochia,https://en.wikipedia.org/wiki/Aristolochia_acuminata,378
Heliconia psittacorum,L.f.,1782.0,Suppl. Pl.: 158 (1782),https://bs.plantnet.org/image/o/531d621bc20e99bc0e8f535ddda56017763b9a21,Heliconiaceae,Heliconia,https://en.wikipedia.org/wiki/Heliconia_psittacorum,379
Digitaria sanguinalis,(L.) Scop.,1771.0,"Fl. Carniol., ed. 2, 1: 52 (1771)",https://bs.plantnet.org/image/o/8ecdf66b6361f9092dafd0caca0710801f0c08b4,Poaceae,Digitaria,https://en.wikipedia.org/wiki/Digitaria_sanguinalis,380
Scaevola plumieri,(L.) Vahl,1791.0,Symb. Bot. 2: 36 (1791),https://bs.plantnet.org/image/o/5abce3c33cd58f75b87e16a719069176f3146a07,Goodeniaceae,Scaevola,https://en.wikipedia.org/wiki/Scaevola_plumieri,381
Ochna integerrima,(Lour.) Merr.,1935.0,"Trans. Amer. Philos. Soc., n.s., 24(2): 11, 265 (1935)",https://bs.plantnet.org/image/o/cf13a0484191e92e65e5e44c678ff46bc6b85ebc,Ochnaceae,Ochna,https://en.wikipedia.org/wiki/Ochna_integerrima,382
Asplenium pellucidum,Lam.,1786.0,Encycl. 2: 305 (1786),https://d2seqvvyy3b8p2.cloudfront.net/8aa0ebbfef4ebc0ad2b744d180c88720.jpg,Aspleniaceae,Asplenium,https://en.wikipedia.org/wiki/List_of_Nature_Conservation_Act_vulnerable_flora_of_Queensland,383
Baccharis pedunculata,(Mill.) Cabrera,1959.0,Bol. Soc. Argent. Bot. 7: 240 (1959),https://bs.plantnet.org/image/o/f7b901de5268e34606f28b2cdaae13237715c03f,Asteraceae,Baccharis,https://en.wikipedia.org/wiki/List_of_Baccharis_species,384
Manilkara bidentata,(A.DC.) A.Chev.,1932.0,Rev. Bot. Appl. Agric. Trop. 12: 270 (1932),https://bs.plantnet.org/image/o/35bc33d583f0bde3f26a70602e88de1cdbbfd220,Sapotaceae,Manilkara,https://en.wikipedia.org/wiki/Manilkara_bidentata,385
Coccoloba diversifolia,Jacq.,1760.0,Enum. Syst. Pl.: 19 (1760),https://d2seqvvyy3b8p2.cloudfront.net/e7c66b1abc44294ce3da4719035036ef.jpg,Polygonaceae,Coccoloba,https://en.wikipedia.org/wiki/Coccoloba_diversifolia,386
Mesua ferrea,L.,1753.0,Sp. Pl.: 515 (1753),https://bs.plantnet.org/image/o/8ab92bea3fb7ebeea0fa162e80a4f87600f7be0c,Calophyllaceae,Mesua,https://en.wikipedia.org/wiki/Mesua_ferrea,387
Wedelia calycina,Spreng.,1807.0,(1826). Syst. Veg. (ed. 16) [Sprengel] 3,https://d2seqvvyy3b8p2.cloudfront.net/19663ee54eb4cd2781fb0e4ab9fe6dc3.jpg,Asteraceae,Wedelia,https://en.wikipedia.org/wiki/List_of_least_concern_plants,388
Crupina crupinastrum,(Moris) Vis.,1847.0,Fl. Dalmat. 2: 42 (1847),https://bs.plantnet.org/image/o/294daba88f8d4d61ac24f80cbb70790ccc66961c,Asteraceae,Crupina,https://en.wikipedia.org/wiki/Crupina,389
Diospyros pilosanthera,Blanco,1837.0,Fl. Filip.: 304 (1837),https://d2seqvvyy3b8p2.cloudfront.net/aa478a117a16c3e804cd1a9b0ad5ed54.jpg,Ebenaceae,Diospyros,https://en.wikipedia.org/wiki/Diospyros_pilosanthera,390
Waltheria indica,L.,1753.0,Sp. Pl.: 673 (1753),https://bs.plantnet.org/image/o/3442a4e47c1855ff4ecc08e7ee8651a0edeb9852,Malvaceae,Waltheria,https://en.wikipedia.org/wiki/Waltheria_indica,391
Oloptum miliaceum,(L.) Röser & Hamasha,2012.0,Pl. Syst. Evol. 298: 365 (2012),https://bs.plantnet.org/image/o/2d82abc924846c7e26caa5498e81b12b5aec71e3,Poaceae,Oloptum,https://en.wikipedia.org/wiki/Oloptum,392
Maasia glauca,"(Hassk.) Mols, Kessler & Rogstad",2008.0,Syst. Bot. 33: 493 (2008),https://d2seqvvyy3b8p2.cloudfront.net/cd770ae3c4eba97b17462671a2a0eab1.jpg,Annonaceae,Maasia,https://en.wikipedia.org/wiki/Maasia,393
Rauvolfia viridis,Roem. & Schult.,1819.0,"Syst. Veg., ed. 15 bis 4: 805 (1819)",https://bs.plantnet.org/image/o/be5e9fc93247fc15e6d105f2672c7f48f7426790,Apocynaceae,Rauvolfia,https://en.wikipedia.org/wiki/Rauvolfia,394
Juncus articulatus,L.,1753.0,Sp. Pl.: 327 (1753),https://bs.plantnet.org/image/o/dc2c491ce675d1646ec59f0c68cb3a4b52c68766,Juncaceae,Juncus,https://en.wikipedia.org/wiki/Juncus_articulatus,395
Deschampsia media,(Gouan) Roem. & Schult.,1817.0,"Syst. Veg., ed. 15 bis 2: 687 (1817)",https://bs.plantnet.org/image/o/eeba578f32f90a78dd263039ffe596252122eec5,Poaceae,Deschampsia,https://en.wikipedia.org/wiki/Deschampsia,396
Juniperus chinensis,L.,1767.0,Mant. Pl.: 127 (1767),https://bs.plantnet.org/image/o/6fc953e8a800ee248e5a1c557ebe9c4a6fcff65b,Cupressaceae,Juniperus,,397
Leptospermum scoparium,J.R.Forst. & G.Forst.,1776.0,Char. Gen. Pl.: 72 (1776),https://bs.plantnet.org/image/o/837bbcf972dc38534d845b323dab11d6b8b9c157,Myrtaceae,Leptospermum,https://en.wikipedia.org/wiki/Leptospermum_scoparium,398
Bauhinia monandra,Kurz,1873.0,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 42: 73 (1873)",https://bs.plantnet.org/image/o/022912264c04b414eff30d44c14855e3c7d9c063,Fabaceae,Bauhinia,https://en.wikipedia.org/wiki/Bauhinia_monandra,399
Hymenophyllum wrightii,Bosch,1859.0,Ned. Kruidk. Arch. 4. 391 (1859),https://d2seqvvyy3b8p2.cloudfront.net/0d3e22b8564bff5dc46145568f714f54.jpg,Hymenophyllaceae,Hymenophyllum,https://en.wikipedia.org/wiki/Hymenophyllum,400
Veronica grisebachii,Walters,1972.0,Bot. J. Linn. Soc. 65: 268 (1972),https://d2seqvvyy3b8p2.cloudfront.net/5e0546c74493a10bad202696d59fa8d8.jpg,Plantaginaceae,Veronica,https://en.wikipedia.org/wiki/Veronica_(plant),401
Microlepia speluncae,(L.) T.Moore,1858.0,Index Fil.: 93 (1858),https://bs.plantnet.org/image/o/5add625e3529093262fd3e75ccf10c4e99b79c77,Dennstaedtiaceae,Microlepia,https://en.wikipedia.org/wiki/Microlepia,402
Leucas lavandulifolia,Sm.,1812.0,"A.Rees, Cycl. 20: n.º 2 (1812)",https://bs.plantnet.org/image/o/06889bfbd71a65d4588d7ca059d83899032bdf12,Lamiaceae,Leucas,https://en.wikipedia.org/wiki/Leucas,403
Fumaria bastardii,Boreau,1847.0,Rev. Bot. Recueil Mens. 2: 359 (1847),https://d2seqvvyy3b8p2.cloudfront.net/17112ebd9af2de71e6fc3df81c89cd86.jpg,Papaveraceae,Fumaria,https://en.wikipedia.org/wiki/Fumaria_bastardii,404
Arundina graminifolia,(D.Don) Hochr.,1910.0,Bull. New York Bot. Gard. 6: 270 (1910),https://bs.plantnet.org/image/o/2d02b8a6b68a25745531642e7dcf0d6da6a260e9,Orchidaceae,Arundina,https://en.wikipedia.org/wiki/Arundina,405
Luzula campestris,DC.,1805.0,"J. B. P. A. M. de Lamarck & A. P. de Candolle, Fl. franç. ed. 3, 3:161.  1805",https://bs.plantnet.org/image/o/ab30b7b483e521bcb26a1c2a66d2843593dbe66d,Juncaceae,Luzula,https://en.wikipedia.org/wiki/Luzula_campestris,406
Aneilema acuminatum,R.Br.,1810.0,Prodr. Fl. Nov. Holland.: 270 (1810),https://d2seqvvyy3b8p2.cloudfront.net/8ceea1dc2750067e72085b38c7954587.jpg,Commelinaceae,Aneilema,https://en.wikipedia.org/wiki/Aneilema_acuminatum,407
Cratoxylum cochinchinense,Blume,1856.0,Mus. Bot. 2:17.  1852,https://bs.plantnet.org/image/o/4a832225b478fefe3aea223f6ff22217fa8b6418,Hypericaceae,Cratoxylum,https://en.wikipedia.org/wiki/Cratoxylum_cochinchinense,408
Veronica elliptica,G.Forst.,1786.0,Fl. Ins. Austr.: 3 (1786),https://bs.plantnet.org/image/o/d33b69a6499005a4564f4837daa30551c162080f,Plantaginaceae,Veronica,https://en.wikipedia.org/wiki/Tarlmounia,409
Colchicum burttii,Meikle,1977.0,Bot. Mag. 181: 134 (1977),https://d2seqvvyy3b8p2.cloudfront.net/1bfce7e260b7bf5febfc2ce2a7f947d7.jpg,Colchicaceae,Colchicum,https://en.wikipedia.org/wiki/Colchicum,410
Trichilia septentrionalis,C.DC.,1878.0,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 11(1): 220 (1878)",https://d2seqvvyy3b8p2.cloudfront.net/19969c661cd649002840a1c6681b83f3.jpg,Meliaceae,Trichilia,https://en.wikipedia.org/wiki/Ironwood,411
Soulamea amara,Lam.,1785.0,Encycl. 1: 449 (1785),https://d2seqvvyy3b8p2.cloudfront.net/b52d9127997ed8223c6919149346e8ca.jpg,Simaroubaceae,Soulamea,https://en.wikipedia.org/wiki/Soulamea,412
Ptychosperma elegans,(R.Br.) Blume,1843.0,Rumphia 2: 118 (1843),https://bs.plantnet.org/image/o/d7c0579c343cb57465af34dc6ec8f2f9fa1e3be0,Arecaceae,Ptychosperma,https://en.wikipedia.org/wiki/Ptychosperma_elegans,413
Psychotria ligustrifolia,(Northr.) Millsp.,1906.0,"Publ. Field Columb. Mus., Bot. Ser. 2: 172 (1906)",https://d2seqvvyy3b8p2.cloudfront.net/944edf900b9403e6de4fcbb35e628914.jpg,Rubiaceae,Psychotria,https://en.wikipedia.org/wiki/Psychotria_ligustrifolia,414
Athyrium vidalii,(Franch. & Sav.) Nakai,1925.0,Bot. Mag. (Tokyo) 39: 110 (1925),https://bs.plantnet.org/image/o/e4b43a5120219595af5cccb0f0a3988bdb856e8c,Aspleniaceae,Athyrium,https://en.wikipedia.org/wiki/Athyrium,415
Rourea minor,(Gaertn.) Alston,1931.0,"H.Trimen, Handb. Fl. Ceylon 6(Suppl.): 67 (1931)",https://bs.plantnet.org/image/o/cfa657f8a7b030d475c094e3c7eb61289f44aaac,Connaraceae,Rourea,https://en.wikipedia.org/wiki/Rourea_minor,416
Ryparosa javanica,(Blume) Kurz ex Koord. & Valeton,1900.0,Meded. Lands Plantentuin 33: 11 (1900),https://d2seqvvyy3b8p2.cloudfront.net/ff527bfd674bdbc4d48de63d0bb842af.jpg,Achariaceae,Ryparosa,,417
Bulbinella rossii,(Hook.f.) Mottet,1893.0,Dict. Prat. Hort. 1: 430 (1893),https://d2seqvvyy3b8p2.cloudfront.net/f9c4ee46ac43bb497e23594903668418.jpg,Asphodelaceae,Bulbinella,https://en.wikipedia.org/wiki/Bulbinella_rossii,418
Gagea amblyopetala,Boiss. & Heldr.,1846.0,"P.E.Boissier, Diagn. Pl. Orient. 7: 107 (1846)",https://d2seqvvyy3b8p2.cloudfront.net/30c456d90eabbe97a17786858cf5acd8.jpg,Liliaceae,Gagea,https://en.wikipedia.org/wiki/Gagea_amblyopetala,419
Strophanthus caudatus,(L.) Kurz,1877.0,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 46: 257 (1877)",https://d2seqvvyy3b8p2.cloudfront.net/de45187355d195b2d82c80702b82e47b.jpg,Apocynaceae,Strophanthus,https://en.wikipedia.org/wiki/Strophanthus_caudatus,420
Aglaia spectabilis,S.S.Jain & Bennet (Miq.),1987.0,Indian J. Forest. 9: 271 (1986 publ. 1987),https://d2seqvvyy3b8p2.cloudfront.net/a902ff73060c79d766e62461efbd6915.jpg,Meliaceae,Aglaia,https://en.wikipedia.org/wiki/Aglaia_spectabilis,421
Abarema jupunba,(Willd.) Britton & Killip,1936.0,Ann. New York Acad. Sci. 35: 126 (1936),https://bs.floristic.org/image/o/f95a6a91f4df8cef739dfd534131464cf10461f5,Fabaceae,Abarema,https://en.wikipedia.org/wiki/Abarema_jupunba,422
Bridelia ovata,Decne.,1834.0,Nouv. Ann. Mus. Hist. Nat. 3: 484 (1834),https://d2seqvvyy3b8p2.cloudfront.net/91c68aa81d126fce17808ac98795af07.jpg,Phyllanthaceae,Bridelia,https://en.wikipedia.org/wiki/Dichomeris_microsphena,423
Paspalum laxum,Lam.,1791.0,Tabl. Encycl. 1: 176 (1791),https://d2seqvvyy3b8p2.cloudfront.net/2e37294cd4b3c0ea408ed6fd9bb999de.jpg,Poaceae,Paspalum,https://en.wikipedia.org/wiki/Paspalum,424
Caryota mitis,Lour.,1790.0,Fl. Cochinch.: 697 (1790),https://bs.plantnet.org/image/o/546481a0ef0719ebb9db60f3f3a3a1d3fdf3c1f3,Arecaceae,Caryota,https://en.wikipedia.org/wiki/Caryota_mitis,425
Salvia serotina,L.,1767.0,Mant. Pl. 1: 25 (1767),https://bs.plantnet.org/image/o/8dbe33b87da06238d56307b96c91bf9cd8d81c6d,Lamiaceae,Salvia,https://en.wikipedia.org/wiki/Salvia_serotina,426
Melica ciliata,L.,1753.0,Sp. Pl.: 66 (1753),https://bs.plantnet.org/image/o/9342ca9053c369c11b5e5e789801f97276822467,Poaceae,Melica,https://en.wikipedia.org/wiki/Melica_ciliata,427
Podocarpus macrophyllus,(Thunb.) Sweet,1818.0,Hort. Suburb. Lond.: 211 (1818),https://bs.plantnet.org/image/o/c04a56682287225622455058922b463c7cb2eaf1,Podocarpaceae,Podocarpus,https://en.wikipedia.org/wiki/Podocarpus_macrophyllus,428
