plant_id,scientific_name,origin_region,country,latitude,longitude
9,Triumfetta rhomboidea,Andaman Is.,India,12.61123865,92.83165406414926
9,Triumfetta rhomboidea,Angola,Angola,-11.8775768,17.5691241
9,Triumfetta rhomboidea,Assam,India,26.4073841,93.2551303
9,Triumfetta rhomboidea,Bangladesh,Bangladesh,24.4768783,90.2932426
9,Triumfetta rhomboidea,Benin,Benin,9.5293472,2.2584408
9,Triumfetta rhomboidea,Botswana,Botswana,-23.1681782,24.5928742
9,Triumfetta rhomboidea,Burkina,Burkina Faso,12.0753083,-1.6880314
9,Triumfetta rhomboidea,Burundi,Burundi,-3.3634357,29.8870575
9,Triumfetta rhomboidea,Cambodia,Cambodia,13.5066394,104.869423
9,Triumfetta rhomboidea,Cameroon,Cameroon,4.6125522,13.1535811
9,Triumfetta rhomboidea,Cape Provinces,South Africa,-33.9257868,18.419705800412842
9,Triumfetta rhomboidea,Cape Verde,Cape Verde,16.0000552,-24.0083947
9,Triumfetta rhomboidea,Central African Repu,Central African Republic,4.43520964950236,18.569784100022897
9,Triumfetta rhomboidea,China South-Central,China,35.000074,104.999927
9,Triumfetta rhomboidea,China Southeast,China,35.000074,104.999927
9,Triumfetta rhomboidea,Congo,Congo-Brazzaville,-0.7264327,15.6419155
9,Triumfetta rhomboidea,East Himalaya,Nepal,27.985688,86.9163367
9,Triumfetta rhomboidea,Eritrea,Eritrea,15.9500319,37.9999668
9,Triumfetta rhomboidea,Ethiopia,Ethiopia,10.2116702,38.6521203
9,Triumfetta rhomboidea,Gabon,Gabon,-0.8999695,11.6899699
9,Triumfetta rhomboidea,Gambia,The Gambia,13.470062,-15.4900464
9,Triumfetta rhomboidea,Ghana,Ghana,8.0300284,-1.0800271
9,Triumfetta rhomboidea,Guinea,Guinea,10.7226226,-10.7083587
9,Triumfetta rhomboidea,Guinea-Bissau,Guinea-Bissau,12.100035,-14.9000214
9,Triumfetta rhomboidea,Gulf of Guinea Is.,São Tomé and Príncipe,2.0000001,2.4999999
9,Triumfetta rhomboidea,India,India,22.3511148,78.6677428
9,Triumfetta rhomboidea,Ivory Coast,Côte d'Ivoire,7.9897371,-5.5679458
9,Triumfetta rhomboidea,Kazan-retto,Japan,25.116373066457992,140.98632547967534
9,Triumfetta rhomboidea,Kenya,Kenya,1.4419683,38.4313975
9,Triumfetta rhomboidea,KwaZulu-Natal,South Africa,-28.503833,30.8875009
9,Triumfetta rhomboidea,Laos,Laos,20.0171109,103.378253
9,Triumfetta rhomboidea,Lesser Sunda Is.,Indonesia,-9.0,120.0
9,Triumfetta rhomboidea,Liberia,Liberia,5.7499721,-9.3658524
9,Triumfetta rhomboidea,Malawi,Malawi,-13.2687204,33.9301963
9,Triumfetta rhomboidea,Malaya,Malaysia,9.688476125476036,99.27786351976832
9,Triumfetta rhomboidea,Mali,Mali,16.3700359,-2.2900239
9,Triumfetta rhomboidea,Mozambique,Mozambique,-19.302233,34.9144977
9,Triumfetta rhomboidea,Myanmar,Myanmar,17.1750495,95.9999652
9,Triumfetta rhomboidea,Namibia,Namibia,-23.2335499,17.3231107
9,Triumfetta rhomboidea,Nansei-shoto,Japan,26.037118273483266,127.00545006618664
9,Triumfetta rhomboidea,Nepal,Nepal,28.1083929,84.0917139
9,Triumfetta rhomboidea,Nicobar Is.,India,12.61123865,92.83165406414926
9,Triumfetta rhomboidea,Nigeria,Nigeria,9.6000359,7.9999721
9,Triumfetta rhomboidea,Northern Provinces,South Africa,-23.07315041292348,29.385525092479316
9,Triumfetta rhomboidea,Pakistan,Pakistan,30.3308401,71.247499
9,Triumfetta rhomboidea,Philippines,Philippines,12.7503486,122.7312101
9,Triumfetta rhomboidea,Queensland,Australia,-22.1646782,144.5844903
9,Triumfetta rhomboidea,Rwanda,Rwanda,-1.9646631,30.0644358
9,Triumfetta rhomboidea,Saudi Arabia,Saudi Arabia,25.6242618,42.3528328
9,Triumfetta rhomboidea,Senegal,Senegal,14.4750607,-14.4529612
9,Triumfetta rhomboidea,Sierra Leone,Sierra Leone,8.6400349,-11.8400269
9,Triumfetta rhomboidea,Solomon Is.,Solomon Islands,-8.7053941,159.1070693851845
9,Triumfetta rhomboidea,South China Sea,Pacific Ocean,16.45150007758931,114.20617015756368
9,Triumfetta rhomboidea,Sri Lanka,Sri Lanka,7.5554942,80.7137847
9,Triumfetta rhomboidea,Sudan,Sudan,14.5844444,29.4917691
9,Triumfetta rhomboidea,Swaziland,Eswatini,-26.5624806,31.3991317
9,Triumfetta rhomboidea,Taiwan,Taiwan,23.9739374,120.9820179
9,Triumfetta rhomboidea,Tanzania,Tanzania,-6.5247123,35.7878438
9,Triumfetta rhomboidea,Thailand,Thailand,14.8971921,100.83273
9,Triumfetta rhomboidea,Togo,Togo,8.7800265,1.0199765
9,Triumfetta rhomboidea,Uganda,Uganda,1.5333554,32.2166578
9,Triumfetta rhomboidea,Vietnam,Vietnam,13.2904027,108.4265113
9,Triumfetta rhomboidea,West Himalaya,Nepal,27.985688,86.9163367
9,Triumfetta rhomboidea,Yemen,Yemen,16.3471243,47.8915271
9,Triumfetta rhomboidea,Zambia,Zambia,-14.5189121,27.5589884
9,Triumfetta rhomboidea,Zaïre,Democratic Republic of the Congo,-2.9814344,23.8222636
9,Triumfetta rhomboidea,Zimbabwe,Zimbabwe,-18.4554963,29.7468414
10,Cephalotaxus oliveri,China South-Central,China,35.000074,104.999927
10,Cephalotaxus oliveri,China Southeast,China,35.000074,104.999927
11,Piper longum,Assam,India,26.4073841,93.2551303
11,Piper longum,Bangladesh,Bangladesh,24.4768783,90.2932426
11,Piper longum,Cambodia,Cambodia,13.5066394,104.869423
11,Piper longum,China South-Central,China,35.000074,104.999927
11,Piper longum,East Himalaya,Nepal,27.985688,86.9163367
11,Piper longum,Laos,Laos,20.0171109,103.378253
11,Piper longum,Myanmar,Myanmar,17.1750495,95.9999652
11,Piper longum,Nicobar Is.,India,12.61123865,92.83165406414926
11,Piper longum,Thailand,Thailand,14.8971921,100.83273
11,Piper longum,Vietnam,Vietnam,13.2904027,108.4265113
12,Najas marina,Algeria,Algeria,28.0000272,2.9999825
12,Najas marina,Altay,Mongolia,45.3463139,95.9325806
12,Najas marina,Amur,Russia,52.8032368,128.437295
12,Najas marina,Argentina Northeast,Argentina,-34.9964963,-64.9672817
12,Najas marina,Argentina Northwest,Argentina,-34.9964963,-64.9672817
12,Najas marina,Arizona,United States,34.395342,-111.763275
12,Najas marina,Aruba,Netherlands,12.4902998,-69.9609842
12,Najas marina,Assam,India,26.4073841,93.2551303
12,Najas marina,Austria,Austria,47.2,13.2
12,Najas marina,Bahamas,Bahamas,24.7736546,-78.0000547
12,Najas marina,Baleares,Spain,39.613432,2.880353635614984
12,Najas marina,Baltic States,Latvia,56.91732905,24.24438158388096
12,Najas marina,Bangladesh,Bangladesh,24.4768783,90.2932426
12,Najas marina,Belarus,Belarus,53.4250605,27.6971358
12,Najas marina,Belgium,Belgium,50.6402809,4.6667145
12,Najas marina,Bolivia,Bolivia,-17.0568696,-64.9912286
12,Najas marina,Botswana,Botswana,-23.1681782,24.5928742
12,Najas marina,Brazil North,Brazil,-10.3333333,-53.2
12,Najas marina,Brazil Northeast,Brazil,-10.3333333,-53.2
12,Najas marina,Brazil Southeast,Brazil,-10.3333333,-53.2
12,Najas marina,Bulgaria,Bulgaria,42.6073975,25.4856617
12,Najas marina,Burundi,Burundi,-3.3634357,29.8870575
12,Najas marina,Buryatiya,Russia,52.7182426,109.492143
12,Najas marina,California,Mexico,27.5578101,-111.7046501
12,Najas marina,Canary Is.,Spain,28.286398900000002,-16.796011808910734
12,Najas marina,Cape Provinces,South Africa,-33.9257868,18.419705800412842
12,Najas marina,Central American Pac,Costa Rica,5.536368259161508,-87.05837874234832
12,Najas marina,Central European Rus,Russia,57.5,41.0
12,Najas marina,China North-Central,China,35.000074,104.999927
12,Najas marina,China South-Central,China,35.000074,104.999927
12,Najas marina,China Southeast,China,35.000074,104.999927
12,Najas marina,Chita,Russia,52.033409,113.500893
12,Najas marina,Corse,France,42.188089649999995,9.068413771427695
12,Najas marina,Cuba,Cuba,23.0131338,-80.8328748
12,Najas marina,Cyprus,Cyprus,34.9823018,33.1451285
12,Najas marina,Czechoslovakia,Czech Republic,50.081180675151785,14.424418118943224
12,Najas marina,Denmark,Denmark,55.670249,10.3333283
12,Najas marina,Dominican Republic,Dominican Republic,19.0974031,-70.3028026
12,Najas marina,East European Russia,Russia,55.1173523,61.6140242
12,Najas marina,Egypt,Egypt,26.2540493,29.2675469
12,Najas marina,El Salvador,El Salvador,13.8000382,-88.9140683
12,Najas marina,Eritrea,Eritrea,15.9500319,37.9999668
12,Najas marina,Finland,Finland,63.2467777,25.9209164
12,Najas marina,Florida,United States,27.7567667,-81.4639835
12,Najas marina,France,France,46.603354,1.8883335
12,Najas marina,Galápagos,Ecuador,-0.0606899,-90.673898
12,Najas marina,Germany,Germany,51.0834196,10.4234469
12,Najas marina,Great Britain,United Kingdom,54.7023545,-3.2765753
12,Najas marina,Greece,Greece,38.9953683,21.9877132
12,Najas marina,Gulf States,United Arab Emirates,24.649798853022634,54.42213349421708
12,Najas marina,Haiti,Haiti,19.1399952,-72.3570972
12,Najas marina,Hungary,Hungary,47.1817585,19.5060937
12,Najas marina,India,India,22.3511148,78.6677428
12,Najas marina,Indiana,British Indian Ocean Territory,-5.349626649999999,72.00648804312836
12,Najas marina,Inner Mongolia,China,43.2443242,114.3251664
12,Najas marina,Iran,Iran,32.6475314,54.5643516
12,Najas marina,Iraq,Iraq,33.0955793,44.1749775
12,Najas marina,Italy,Italy,42.6384261,12.674297
12,Najas marina,Jamaica,Jamaica,18.1850507,-77.3947693
12,Najas marina,Japan,Japan,36.5748441,139.2394179
12,Najas marina,Kazakhstan,Kazakhstan,47.2286086,65.2093197
12,Najas marina,Khabarovsk,Russia,51.6312684,136.121524
12,Najas marina,Kirgizstan,Kyrgyzstan,41.5089324,74.724091
12,Najas marina,Korea,South Korea,36.638392,127.6961188
12,Najas marina,Krasnoyarsk,Russia,63.3233807,97.0979974
12,Najas marina,Kriti,Greece,35.25209068705123,24.79063735576908
12,Najas marina,KwaZulu-Natal,South Africa,-28.503833,30.8875009
12,Najas marina,Lebanon-Syria,Syria,34.0,36.5
12,Najas marina,Leeward Is.,Caribean Sea,15.306329475707475,-62.35624409201594
12,Najas marina,Lesser Sunda Is.,Indonesia,-9.0,120.0
12,Najas marina,Libya,Libya,26.8234472,18.1236723
12,Najas marina,Madagascar,Madagascar,-18.9249604,46.4416422
12,Najas marina,Malawi,Malawi,-13.2687204,33.9301963
12,Najas marina,Maluku,Indonesia,-3.118837,129.4207759
12,Najas marina,Manchuria,China,45.81050902017055,81.97991534345397
12,Najas marina,Mauritius,Mauritius,-20.2759451,57.5703566
12,Najas marina,Mexico Central,Mexico,22.5000485,-100.000037
12,Najas marina,Mexico Gulf,Mexico,27.5578101,-111.7046501
12,Najas marina,Mexico Northeast,Mexico,22.5000485,-100.000037
12,Najas marina,Mexico Northwest,Mexico,22.5000485,-100.000037
12,Najas marina,Mexico Southeast,Mexico,22.5000485,-100.000037
12,Najas marina,Mexico Southwest,Mexico,22.5000485,-100.000037
12,Najas marina,Michigan,United States,43.6211955,-84.6824346
12,Najas marina,Minnesota,United States,45.9896587,-94.6113288
12,Najas marina,Mongolia,Mongolia,46.8250388,103.8499736
12,Najas marina,Morocco,Morocco,31.1728205,-7.3362482
12,Najas marina,Mozambique,Mozambique,-19.302233,34.9144977
12,Najas marina,Myanmar,Myanmar,17.1750495,95.9999652
12,Najas marina,Namibia,Namibia,-23.2335499,17.3231107
12,Najas marina,Netherlands,Netherlands,52.5001698,5.7480821
12,Najas marina,Nevada,United States,39.5158825,-116.8537227
12,Najas marina,New Mexico,Mexico,22.5000485,-100.000037
12,Najas marina,New South Wales,Australia,-31.8759835,147.2869493
12,Najas marina,New York,United States,43.1561681,-75.8449946
12,Najas marina,North Caucasus,Russia,43.345,42.44
12,Najas marina,North Dakota,United States,47.6201461,-100.540737
12,Najas marina,Northern Territory,Australia,-19.8516101,133.2303375
12,Najas marina,Northwest European R,Russia,63.710930201682125,49.7067665604236
12,Najas marina,Norway,Norway,60.5000209,9.0999715
12,Najas marina,Ohio,United States,40.2253569,-82.6881395
12,Najas marina,Oman,Oman,21.0000287,57.0036901
12,Najas marina,Pakistan,Pakistan,30.3308401,71.247499
12,Najas marina,Palestine,Palestinian Territory,31.94696655,35.27386547291496
12,Najas marina,Panamá,Panama,8.559559,-81.1308434
12,Najas marina,Pennsylvania,United States,40.9699889,-77.7278831
12,Najas marina,Poland,Poland,52.215933,19.134422
12,Najas marina,Portugal,Portugal,40.0332629,-7.8896263
12,Najas marina,Primorye,Russia,43.20004712485129,131.96512289699103
12,Najas marina,Puerto Rico,United States,18.1990856,-66.23444888114108
12,Najas marina,Queensland,Australia,-22.1646782,144.5844903
12,Najas marina,Romania,Romania,45.9852129,24.6859225
12,Najas marina,Rwanda,Rwanda,-1.9646631,30.0644358
12,Najas marina,Réunion,France,-21.1309332,55.5265771
12,Najas marina,Saudi Arabia,Saudi Arabia,25.6242618,42.3528328
12,Najas marina,Senegal,Senegal,14.4750607,-14.4529612
12,Najas marina,Sicilia,Italy,37.587794,14.155048
12,Najas marina,Sinai,Egypt,30.5903474,33.7052032
12,Najas marina,Socotra,Yemen,12.5,53.833333
12,Najas marina,South Dakota,United States,44.6471761,-100.348761
12,Najas marina,South European Russi,Russia,57.5,41.0
12,Najas marina,Spain,Spain,39.3260685,-4.8379791
12,Najas marina,Sri Lanka,Sri Lanka,7.5554942,80.7137847
12,Najas marina,Sweden,Sweden,59.6749712,14.5208584
12,Najas marina,Switzerland,Switzerland,46.7985624,8.2319736
12,Najas marina,Tadzhikistan,Tajikistan,38.6281733,70.8156541
12,Najas marina,Taiwan,Taiwan,23.9739374,120.9820179
12,Najas marina,Tanzania,Tanzania,-6.5247123,35.7878438
12,Najas marina,Texas,United States,31.8160381,-99.5120986
12,Najas marina,Thailand,Thailand,14.8971921,100.83273
12,Najas marina,Transcaucasus,Armenia,40.15763968878618,44.51836158517208
12,Najas marina,Tunisia,Tunisia,33.8439408,9.400138
12,Najas marina,Turkey,Turkey,38.9597594,34.9249653
12,Najas marina,Turkey-in-Europe,Turkey,39.96806898232236,32.84065260884738
12,Najas marina,Turkmenistan,Turkmenistan,39.3763807,59.3924609
12,Najas marina,Turks-Caicos Is.,United Kingdom,21.7214683,-71.6201783
12,Najas marina,Uganda,Uganda,1.5333554,32.2166578
12,Najas marina,Ukraine,Ukraine,49.4871968,31.2718321
12,Najas marina,Utah,United States,39.4225192,-111.714358
12,Najas marina,Uzbekistan,Uzbekistan,41.32373,63.9528098
12,Najas marina,Venezuela,Venezuela,6.68231285,-65.52259913185809
12,Najas marina,Victoria,Australia,-36.5986096,144.6780052
12,Najas marina,Vietnam,Vietnam,13.2904027,108.4265113
12,Najas marina,West Himalaya,Nepal,27.985688,86.9163367
12,Najas marina,West Siberia,Russia,60.0,100.0
12,Najas marina,Western Australia,Australia,-25.2303005,121.0187246
12,Najas marina,Windward Is.,Dominica,15.30847638070239,-61.37124866648106
12,Najas marina,Wisconsin,United States,44.4308975,-89.6884637
12,Najas marina,Xinjiang,China,42.4804953,85.4633464
12,Najas marina,Yugoslavia,Serbia,44.779590793118686,20.45760807801504
12,Najas marina,Zambia,Zambia,-14.5189121,27.5589884
12,Najas marina,Zaïre,Democratic Republic of the Congo,-2.9814344,23.8222636
12,Najas marina,Zimbabwe,Zimbabwe,-18.4554963,29.7468414
13,Plantago lanceolata,Afghanistan,Afghanistan,33.7680065,66.2385139
13,Plantago lanceolata,Albania,Albania,41.000028,19.9999619
13,Plantago lanceolata,Algeria,Algeria,28.0000272,2.9999825
13,Plantago lanceolata,Austria,Austria,47.2,13.2
13,Plantago lanceolata,Azores,Portugal,37.808527350000006,-25.473085286479595
13,Plantago lanceolata,Baleares,Spain,39.613432,2.880353635614984
13,Plantago lanceolata,Baltic States,Latvia,56.91732905,24.24438158388096
13,Plantago lanceolata,Belarus,Belarus,53.4250605,27.6971358
13,Plantago lanceolata,Belgium,Belgium,50.6402809,4.6667145
13,Plantago lanceolata,Bulgaria,Bulgaria,42.6073975,25.4856617
13,Plantago lanceolata,Canary Is.,Spain,28.286398900000002,-16.796011808910734
13,Plantago lanceolata,Central European Rus,Russia,57.5,41.0
13,Plantago lanceolata,China North-Central,China,35.000074,104.999927
13,Plantago lanceolata,China South-Central,China,35.000074,104.999927
13,Plantago lanceolata,China Southeast,China,35.000074,104.999927
13,Plantago lanceolata,Corse,France,42.188089649999995,9.068413771427695
13,Plantago lanceolata,Cyprus,Cyprus,34.9823018,33.1451285
13,Plantago lanceolata,Czechoslovakia,Czech Republic,50.081180675151785,14.424418118943224
13,Plantago lanceolata,Denmark,Denmark,55.670249,10.3333283
13,Plantago lanceolata,East Aegean Is.,Greece,37.67171605,25.527275812289748
13,Plantago lanceolata,East European Russia,Russia,55.1173523,61.6140242
13,Plantago lanceolata,East Himalaya,Nepal,27.985688,86.9163367
13,Plantago lanceolata,Finland,Finland,63.2467777,25.9209164
13,Plantago lanceolata,France,France,46.603354,1.8883335
13,Plantago lanceolata,Føroyar,Faroe Islands,62.0448724,-7.0322972
13,Plantago lanceolata,Germany,Germany,51.0834196,10.4234469
13,Plantago lanceolata,Great Britain,United Kingdom,54.7023545,-3.2765753
13,Plantago lanceolata,Greece,Greece,38.9953683,21.9877132
13,Plantago lanceolata,Hungary,Hungary,47.1817585,19.5060937
13,Plantago lanceolata,Iceland,Iceland,64.9841821,-18.1059013
13,Plantago lanceolata,Iran,Iran,32.6475314,54.5643516
13,Plantago lanceolata,Iraq,Iraq,33.0955793,44.1749775
13,Plantago lanceolata,Ireland,Ireland,52.865196,-7.9794599
13,Plantago lanceolata,Italy,Italy,42.6384261,12.674297
13,Plantago lanceolata,Kazakhstan,Kazakhstan,47.2286086,65.2093197
13,Plantago lanceolata,Kirgizstan,Kyrgyzstan,41.5089324,74.724091
13,Plantago lanceolata,Kriti,Greece,35.25209068705123,24.79063735576908
13,Plantago lanceolata,Krym,Ukraine,45.6856952,33.9329411
13,Plantago lanceolata,Kuwait,Kuwait,29.2733964,47.4979476
13,Plantago lanceolata,Lebanon-Syria,Syria,34.0,36.5
