plant_id,full_name,botanist_wiki,botanist_last_name
212,Lear,,lear
212,Ruiz,,ruiz
212,Coe Finch Austin,http://en.wikipedia.org/wiki/Coe_Finch_Austin,austin
213,Wenzel,,wenzel
213,Charles Edward Parkinson,http://en.wikipedia.org/w/index.php?title=Charles_Edward_Parkinson&action=edit&redlink=1,parkinson
214,Lopez-palac,,lopez-palac
214,Johann Christian Gottlob Baumgarten,http://en.wikipedia.org/wiki/Johann_Christian_Gottlob_Baumgarten,baumgarten
214,José Celestino Bruno Mutis,http://en.wikipedia.org/wiki/Jos%C3%A9_Celestino_Bruno_Mutis,mutis
215,Charles Samuel Pollock Parish,http://en.wikipedia.org/w/index.php?title=Charles_Samuel_Pollock_Parish&action=edit&redlink=1,parish
216,Colin James Webb,http://en.wikipedia.org/w/index.php?title=Colin_James_Webb&action=edit&redlink=1,webb
216,Philip Barker Webb,http://en.wikipedia.org/wiki/Philip_Barker_Webb,webb
217,Robert Morison,http://en.wikipedia.org/wiki/Robert_Morison,morison
218,Philipp Franz von Siebold,http://en.wikipedia.org/wiki/Philipp_Franz_von_Siebold,siebold
218,Karl (Carl) Theodor Ernst von Siebold,http://en.wikipedia.org/wiki/Karl_Theodor_Ernst_von_Siebold,siebold
219,Julian Alfred Steyermark,http://en.wikipedia.org/wiki/Julian_Alfred_Steyermark,steyermark
220,William Hutton,http://en.wikipedia.org/wiki/William_Hutton_(1797%E2%80%931860),hutton
221,Arthur Hugh Garfit Alston,http://en.wikipedia.org/wiki/Arthur_Hugh_Garfit_Alston,alston
222,Alfred Neumann,http://en.wikipedia.org/w/index.php?title=Alfred_Neumann_(botanist)&action=edit&redlink=1,neumann
223,Charles Bonnet,http://en.wikipedia.org/wiki/Charles_Bonnet,bonnet
224,Joseph Pitton de Tournefort,http://en.wikipedia.org/wiki/Joseph_Pitton_de_Tournefort,tournefort
225,Antonio José Cavanilles,http://en.wikipedia.org/wiki/Antonio_Jos%C3%A9_Cavanilles,cavanilles
226,Carl Sigismund Kunth,http://en.wikipedia.org/wiki/Carl_Sigismund_Kunth,kunth
227,Alvan Wentworth Chapman,http://en.wikipedia.org/wiki/Alvan_Wentworth_Chapman,chapman
227,Alexander Robert Chapman,http://en.wikipedia.org/w/index.php?title=Alexander_Robert_Chapman&action=edit&redlink=1,chapman
227,Commerson,,commerson
228,Edwin Cuthbert Hall,http://en.wikipedia.org/wiki/Edwin_Cuthbert_Hall,hall
228,Harry Hall,http://en.wikipedia.org/wiki/Harry_Hall_(botanist),hall
228,Harvey Monroe Hall,http://en.wikipedia.org/wiki/Harvey_Monroe_Hall,hall
229,George Bentham,http://en.wikipedia.org/wiki/George_Bentham,bentham
230,James Edward Smith,http://en.wikipedia.org/wiki/James_Edward_Smith,smith
230,Johannes Jacobus Smith,http://en.wikipedia.org/wiki/Johannes_Jacobus_Smith,smith
230,Winifred Smith,http://en.wikipedia.org/wiki/Winifred_Smith,smith
230,Christo Albertyn Smith,http://en.wikipedia.org/wiki/Christo_Albertyn_Smith,smith
230,Charles Piper Smith,http://en.wikipedia.org/wiki/Charles_Piper_Smith,smith
230,Gerard Edwards Smith,http://en.wikipedia.org/wiki/Gerard_Edwards_Smith,smith
230,Gilbert Morgan Smith,http://en.wikipedia.org/wiki/Gilbert_Morgan_Smith,smith
230,Henry George Smith,http://en.wikipedia.org/wiki/Henry_George_Smith,smith
230,Hamilton Lanphere Smith,http://en.wikipedia.org/wiki/Hamilton_Lanphere_Smith,smith
230,Albert Charles Smith,http://en.wikipedia.org/wiki/Albert_Charles_Smith,smith
230,Alan Reid Smith,http://en.wikipedia.org/w/index.php?title=Alan_Reid_Smith&action=edit&redlink=1,smith
230,William Wright Smith,http://en.wikipedia.org/wiki/William_Wright_Smith,smith
231,Wullschlaegel,,wullschlaegel
231,Hahn,,hahn
231,Lansdown Guilding,http://en.wikipedia.org/wiki/Lansdown_Guilding,guilding
232,John Kunkel Small,http://en.wikipedia.org/wiki/John_Kunkel_Small,small
232,Ernest Small,http://en.wikipedia.org/w/index.php?title=Ernest_Small_(botanist)&action=edit&redlink=1,small
233,George Sinclair,http://en.wikipedia.org/w/index.php?title=George_Sinclair_(botanist)&action=edit&redlink=1,sinclair
233,Andrew Sinclair,http://en.wikipedia.org/wiki/Andrew_Sinclair_(botanist),sinclair
234,Pierre Marie Auguste Broussonet,http://en.wikipedia.org/wiki/Pierre_Marie_Auguste_Broussonet,broussonet
235,Jean-Baptiste Lamarck,http://en.wikipedia.org/wiki/Jean-Baptiste_Lamarck,lamarck
236,Benjamin Lincoln Robinson,http://en.wikipedia.org/wiki/Benjamin_Lincoln_Robinson,robinson
236,Charles Budd Robinson,http://en.wikipedia.org/wiki/Charles_Budd_Robinson,robinson
236,Edward Armitage Robinson,http://en.wikipedia.org/w/index.php?title=Edward_Armitage_Robinson&action=edit&redlink=1,robinson
236,George Leslie Robinson,http://en.wikipedia.org/w/index.php?title=George_Leslie_Robinson&action=edit&redlink=1,robinson
236,Harold E. Robinson,http://en.wikipedia.org/wiki/Harold_E._Robinson,robinson
236,Alastair Robinson,http://en.wikipedia.org/wiki/Alastair_Robinson,robinson
236,Peekel,,peekel
237,Edward Lyman Morris,http://en.wikipedia.org/wiki/Edward_Lyman_Morris,morris
237,John Morris,http://en.wikipedia.org/wiki/John_Morris_(geologist),morris
237,Erik Leonard Ekman,http://en.wikipedia.org/wiki/Erik_Leonard_Ekman,ekman
238,Thomas Horsfield,http://en.wikipedia.org/wiki/Thomas_Horsfield,horsfield
238,Ledermann,,ledermann
239,William Carruthers,http://en.wikipedia.org/wiki/William_Carruthers_(botanist),carruthers
240,Harry Veitch,http://en.wikipedia.org/wiki/Harry_Veitch,veitch
240,John Gould Veitch,http://en.wikipedia.org/wiki/John_Gould_Veitch,veitch
240,Peter Veitch,http://en.wikipedia.org/wiki/Peter_Veitch,veitch
240,Harry James Veitch,http://en.wikipedia.org/wiki/Harry_James_Veitch,veitch
240,U,,u
241,Hansemann,,hansemann
241,Robert Brown,http://en.wikipedia.org/wiki/Robert_Brown_(Scottish_botanist_from_Montrose),brown
241,Clair Alan Brown,http://en.wikipedia.org/wiki/Clair_Alan_Brown,brown
241,Nicholas Edward Brown,http://en.wikipedia.org/wiki/Nicholas_Edward_Brown,brown
241,Addison Brown,http://en.wikipedia.org/wiki/Addison_Brown,brown
241,Andrew Phillip Brown,http://en.wikipedia.org/wiki/Andrew_Phillip_Brown,brown
241,William Brown,http://en.wikipedia.org/wiki/William_Brown_(plant_pathologist),brown
242,Charles Curtis,http://en.wikipedia.org/wiki/Charles_Curtis_(botanist),curtis
242,Carlton Clarence Curtis,http://en.wikipedia.org/w/index.php?title=Carlton_Clarence_Curtis&action=edit&redlink=1,curtis
242,Charles Henry Curtis,http://en.wikipedia.org/w/index.php?title=Charles_Henry_Curtis&action=edit&redlink=1,curtis
242,William Curtis,http://en.wikipedia.org/wiki/William_Curtis,curtis
242,Moses Ashley Curtis,http://en.wikipedia.org/wiki/Moses_Ashley_Curtis,curtis
242,Scortechin,,scortechin
243,Kirelow,,kirelow
243,Evgenii Borisovich Alexeev,http://en.wikipedia.org/wiki/Evgenii_Borisovich_Alexeev,alexeev
243,Franz de Paula Adam von Waldstein,http://en.wikipedia.org/wiki/Franz_de_Paula_Adam_von_Waldstein,waldstein
243,John Isaac Briquet,http://en.wikipedia.org/wiki/John_Isaac_Briquet,briquet
243,Magnel,,magnel
243,Yves,,yves
243,Charles-Théophile Gaudin,http://en.wikipedia.org/wiki/Charles-Th%C3%A9ophile_Gaudin,gaudin
244,Lauterbach,,lauterbach
244,Thozett,,thozett
244,William Roxburgh,http://en.wikipedia.org/wiki/William_Roxburgh,roxburgh
245,Victor Jacquemont,http://en.wikipedia.org/wiki/Victor_Jacquemont,jacquemont
246,Anthony L. Lamb,http://en.wikipedia.org/wiki/Anthony_Lamb,lamb
247,Anton Rehmann,http://en.wikipedia.org/wiki/Anton_Rehmann,rehmann
247,Christian Friedrich Ecklon,http://en.wikipedia.org/wiki/Christian_Friedrich_Ecklon,ecklon
248,William Roxburgh,http://en.wikipedia.org/wiki/William_Roxburgh,roxburgh
248,Allion,,allion
248,Bellard,,bellard
249,José Cuatrecasas,http://en.wikipedia.org/wiki/Jos%C3%A9_Cuatrecasas,cuatrecasas
250,Thonning,,thonning
250,Elmer Drew Merrill,http://en.wikipedia.org/wiki/Elmer_Drew_Merrill,merrill
250,Charles Noyes Forbes,http://en.wikipedia.org/wiki/Charles_Noyes_Forbes,forbes
250,Edward Forbes,http://en.wikipedia.org/wiki/Edward_Forbes,forbes
250,Henry Ogg Forbes,http://en.wikipedia.org/wiki/Henry_Ogg_Forbes,forbes
250,Kersting,,kersting
251,Sintenis,,sintenis
251,Christian Gottfried Ehrenberg,http://en.wikipedia.org/wiki/Christian_Gottfried_Ehrenberg,ehrenberg
252,Alexander von Humboldt,http://en.wikipedia.org/wiki/Alexander_von_Humboldt,humboldt
253,George Shaw,http://en.wikipedia.org/wiki/George_Shaw,shaw
253,Henry Shaw,http://en.wikipedia.org/wiki/Henry_Shaw_(botanist),shaw
253,Herbert Kenneth Airy Shaw,http://en.wikipedia.org/wiki/Herbert_Kenneth_Airy_Shaw,shaw
253,Paul Hermann,http://en.wikipedia.org/wiki/Paul_Hermann_(botanist),hermann
253,Eekhaut,,eekhaut
254,Reinwardt,,reinwardt
254,Winckel,,winckel
254,Charles Noyes Forbes,http://en.wikipedia.org/wiki/Charles_Noyes_Forbes,forbes
254,Edward Forbes,http://en.wikipedia.org/wiki/Edward_Forbes,forbes
254,Henry Ogg Forbes,http://en.wikipedia.org/wiki/Henry_Ogg_Forbes,forbes
254,Hermann Kurz,http://en.wikipedia.org/w/index.php?title=Hermann_Kurz_(botanist)&action=edit&redlink=1,kurz
254,Holger Willibald Kurz,http://en.wikipedia.org/w/index.php?title=Holger_Willibald_Kurz&action=edit&redlink=1,kurz
254,Wilhelm Sulpiz Kurz,http://en.wikipedia.org/wiki/Wilhelm_Sulpiz_Kurz,kurz
254,Albert Kurz,http://en.wikipedia.org/w/index.php?title=Albert_Kurz&action=edit&redlink=1,kurz
254,Arthur Francis George Kerr,http://en.wikipedia.org/wiki/Arthur_Francis_George_Kerr,kerr
255,Charles Lewis Anderson,http://en.wikipedia.org/wiki/Charles_Lewis_Anderson,anderson
255,Edward Frederick Anderson,http://en.wikipedia.org/wiki/Edward_Frederick_Anderson,anderson
255,Edgar Shannon Anderson,http://en.wikipedia.org/wiki/Edgar_Shannon_Anderson,anderson
255,Alexander Anderson,http://en.wikipedia.org/wiki/Alexander_Anderson_(botanist),anderson
255,James Anderson,http://en.wikipedia.org/wiki/James_Anderson_(botanist),anderson
255,William Anderson,http://en.wikipedia.org/wiki/William_Anderson_(naturalist),anderson
256,Elmer Drew Merrill,http://en.wikipedia.org/wiki/Elmer_Drew_Merrill,merrill
256,Roelof Benjamin van den Bosch,http://en.wikipedia.org/wiki/Roelof_Benjamin_van_den_Bosch,bosch
256,James Edward Smith,http://en.wikipedia.org/wiki/James_Edward_Smith,smith
256,Johannes Jacobus Smith,http://en.wikipedia.org/wiki/Johannes_Jacobus_Smith,smith
256,Winifred Smith,http://en.wikipedia.org/wiki/Winifred_Smith,smith
256,Christo Albertyn Smith,http://en.wikipedia.org/wiki/Christo_Albertyn_Smith,smith
256,Charles Piper Smith,http://en.wikipedia.org/wiki/Charles_Piper_Smith,smith
256,Gerard Edwards Smith,http://en.wikipedia.org/wiki/Gerard_Edwards_Smith,smith
256,Gilbert Morgan Smith,http://en.wikipedia.org/wiki/Gilbert_Morgan_Smith,smith
256,Henry George Smith,http://en.wikipedia.org/wiki/Henry_George_Smith,smith
256,Hamilton Lanphere Smith,http://en.wikipedia.org/wiki/Hamilton_Lanphere_Smith,smith
256,Albert Charles Smith,http://en.wikipedia.org/wiki/Albert_Charles_Smith,smith
256,Alan Reid Smith,http://en.wikipedia.org/w/index.php?title=Alan_Reid_Smith&action=edit&redlink=1,smith
256,William Wright Smith,http://en.wikipedia.org/wiki/William_Wright_Smith,smith
257,Christopher J. French,http://en.wikipedia.org/w/index.php?title=Christopher_J._French&action=edit&redlink=1,french
257,Malcolm E. French,http://en.wikipedia.org/w/index.php?title=Malcolm_E._French&action=edit&redlink=1,french
258,Carl Friedrich Schmidt,http://en.wikipedia.org/wiki/Carl_Friedrich_Schmidt_(1811),schmidt
258,Ernst Johannes Schmidt,http://en.wikipedia.org/wiki/Johannes_Schmidt_(biologist),schmidt
258,Eduard Oscar Schmidt,http://en.wikipedia.org/wiki/Eduard_Oscar_Schmidt,schmidt
258,Wilhelm Ludwig Ewald Schmidt,http://en.wikipedia.org/wiki/Wilhelm_Ludwig_Ewald_Schmidt,schmidt
258,Wilhelm Schmidt,http://en.wikipedia.org/w/index.php?title=Wilhelm_Schmidt_(botanist)&action=edit&redlink=1,schmidt
258,E. F. Warburg,http://en.wikipedia.org/wiki/E._F._Warburg,warburg
258,Edmund Frederic Warburg,http://en.wikipedia.org/wiki/Edmund_Frederic_Warburg,warburg
258,Otto Warburg,http://en.wikipedia.org/wiki/Otto_Warburg_(botanist),warburg
259,Font,,font
259,Clayton,,clayton
259,Anselm,,anselm
259,Vivian,,vivian
259,Sennen,,sennen
259,Basil,,basil
259,Domenech,,domenech
259,Spielmann,,spielmann
259,John Sibthorp,http://en.wikipedia.org/wiki/John_Sibthorp,sibthorp
259,Humphry Waldo Sibthorp,http://en.wikipedia.org/wiki/Humphry_Sibthorp_(botanist),sibthorp
259,Fleck,,fleck
260,Thomas Horsfield,http://en.wikipedia.org/wiki/Thomas_Horsfield,horsfield
261,Josef Ambroz,http://en.wikipedia.org/w/index.php?title=Josef_Ambroz&action=edit&redlink=1,ambroz
261,Robert Wight,http://en.wikipedia.org/wiki/Robert_Wight,wight
261,William Franklin Wight,http://en.wikipedia.org/wiki/William_Franklin_Wight,wight
262,Richard Sanders Rogers,http://en.wikipedia.org/wiki/Richard_Sanders_Rogers,rogers
263,Blodgett,,blodgett
263,George Simpson,http://en.wikipedia.org/wiki/George_Simpson_(botanist),simpson
264,Edwin Cuthbert Hall,http://en.wikipedia.org/wiki/Edwin_Cuthbert_Hall,hall
264,Harry Hall,http://en.wikipedia.org/wiki/Harry_Hall_(botanist),hall
264,Harvey Monroe Hall,http://en.wikipedia.org/wiki/Harvey_Monroe_Hall,hall
264,Alfred Chabert,http://en.wikipedia.org/wiki/Alfred_Chabert,chabert
264,Funston,,funston
265,Thomas Horsfield,http://en.wikipedia.org/wiki/Thomas_Horsfield,horsfield
266,Colin James Webb,http://en.wikipedia.org/w/index.php?title=Colin_James_Webb&action=edit&redlink=1,webb
266,Philip Barker Webb,http://en.wikipedia.org/wiki/Philip_Barker_Webb,webb
267,John Gillies,http://en.wikipedia.org/wiki/John_Gillies_(botanist),gillies
267,Ibar,,ibar
268,Skrjabin,,skrjabin
268,Morton Eaton Peck,http://en.wikipedia.org/wiki/Morton_Eaton_Peck,peck
268,William Dandridge Peck,http://en.wikipedia.org/wiki/William_Dandridge_Peck,peck
268,Maydell,,maydell
268,Brintnell,,brintnell
268,Gregory J. Jordan,http://en.wikipedia.org/w/index.php?title=Gregory_J._Jordan&action=edit&redlink=1,jordan
268,John Macoun,http://en.wikipedia.org/wiki/John_Macoun,macoun
268,Nymann,,nymann
268,Todar,,todar
269,Philipp Franz von Siebold,http://en.wikipedia.org/wiki/Philipp_Franz_von_Siebold,siebold
269,Karl (Carl) Theodor Ernst von Siebold,http://en.wikipedia.org/wiki/Karl_Theodor_Ernst_von_Siebold,siebold
269,Bonat,,bonat
270,Justus Carl Hasskarl,http://en.wikipedia.org/wiki/Justus_Carl_Hasskarl,hasskarl
270,Vartak,,vartak
271,Hermann Kurz,http://en.wikipedia.org/w/index.php?title=Hermann_Kurz_(botanist)&action=edit&redlink=1,kurz
271,Holger Willibald Kurz,http://en.wikipedia.org/w/index.php?title=Holger_Willibald_Kurz&action=edit&redlink=1,kurz
271,Wilhelm Sulpiz Kurz,http://en.wikipedia.org/wiki/Wilhelm_Sulpiz_Kurz,kurz
271,Albert Kurz,http://en.wikipedia.org/w/index.php?title=Albert_Kurz&action=edit&redlink=1,kurz
272,John Macqueen Cowan,http://en.wikipedia.org/wiki/John_Macqueen_Cowan,cowan
272,Gouan,,gouan
273,Johann Centurius Hoffmannsegg,http://en.wikipedia.org/wiki/Johann_Centurius_Hoffmannsegg,hoffmannsegg
273,Johann Centurius von Hoffmannsegg,http://en.wikipedia.org/wiki/Johann_Centurius_von_Hoffmannsegg,hoffmannsegg
273,Hoffmansegg,,hoffmansegg
274,Harry Howard Barton Allan,http://en.wikipedia.org/wiki/Harry_Allan,allan
275,Edwin Bingham Copeland,http://en.wikipedia.org/wiki/Edwin_Bingham_Copeland,copeland
275,Herbert Faulkner Copeland,http://en.wikipedia.org/wiki/Herbert_Copeland,copeland
276,Georg Roth,http://en.wikipedia.org/w/index.php?title=Georg_Roth_(botanist)&action=edit&redlink=1,roth
277,Aimé Bonpland,http://en.wikipedia.org/wiki/Aim%C3%A9_Bonpland,bonpland
278,Robert Brown,http://en.wikipedia.org/wiki/Robert_Brown_(Scottish_botanist_from_Montrose),brown
278,Clair Alan Brown,http://en.wikipedia.org/wiki/Clair_Alan_Brown,brown
278,Nicholas Edward Brown,http://en.wikipedia.org/wiki/Nicholas_Edward_Brown,brown
278,Addison Brown,http://en.wikipedia.org/wiki/Addison_Brown,brown
278,Andrew Phillip Brown,http://en.wikipedia.org/wiki/Andrew_Phillip_Brown,brown
278,William Brown,http://en.wikipedia.org/wiki/William_Brown_(plant_pathologist),brown
278,William Griffith,http://en.wikipedia.org/wiki/William_Griffith_(botanist),griffith
278,George Charles Wallich,http://en.wikipedia.org/wiki/George_Charles_Wallich,wallich
278,Nathaniel Wallich,http://en.wikipedia.org/wiki/Nathaniel_Wallich,wallich
279,Gustav Mann,http://en.wikipedia.org/wiki/Gustav_Mann,mann
279,Robert Wight,http://en.wikipedia.org/wiki/Robert_Wight,wight
279,William Franklin Wight,http://en.wikipedia.org/wiki/William_Franklin_Wight,wight
280,Pickel,,pickel
280,Solms,,solms
280,Karl (Carl) Wilhelm Leopold Krug,http://en.wikipedia.org/wiki/Karl_Wilhelm_Leopold_Krug,krug
281,George Charles Wallich,http://en.wikipedia.org/wiki/George_Charles_Wallich,wallich
281,Nathaniel Wallich,http://en.wikipedia.org/wiki/Nathaniel_Wallich,wallich
282,William Roxburgh,http://en.wikipedia.org/wiki/William_Roxburgh,roxburgh
282,Fernandez,,fernandez
282,Thwaites,,thwaites
282,Brass,,brass
283,Gustav Karl Wilhelm Hermann Karsten,http://en.wikipedia.org/wiki/Gustav_Karl_Wilhelm_Hermann_Karsten,karsten
284,Friedrich Wilhelm Klatt,http://en.wikipedia.org/wiki/Friedrich_Wilhelm_Klatt,klatt
285,Joseph Pitton de Tournefort,http://en.wikipedia.org/wiki/Joseph_Pitton_de_Tournefort,tournefort
286,Antonio José Cavanilles,http://en.wikipedia.org/wiki/Antonio_Jos%C3%A9_Cavanilles,cavanilles
287,James Edward Smith,http://en.wikipedia.org/wiki/James_Edward_Smith,smith
287,Johannes Jacobus Smith,http://en.wikipedia.org/wiki/Johannes_Jacobus_Smith,smith
287,Winifred Smith,http://en.wikipedia.org/wiki/Winifred_Smith,smith
287,Christo Albertyn Smith,http://en.wikipedia.org/wiki/Christo_Albertyn_Smith,smith
287,Charles Piper Smith,http://en.wikipedia.org/wiki/Charles_Piper_Smith,smith
287,Gerard Edwards Smith,http://en.wikipedia.org/wiki/Gerard_Edwards_Smith,smith
287,Gilbert Morgan Smith,http://en.wikipedia.org/wiki/Gilbert_Morgan_Smith,smith
287,Henry George Smith,http://en.wikipedia.org/wiki/Henry_George_Smith,smith
287,Hamilton Lanphere Smith,http://en.wikipedia.org/wiki/Hamilton_Lanphere_Smith,smith
287,Albert Charles Smith,http://en.wikipedia.org/wiki/Albert_Charles_Smith,smith
287,Alan Reid Smith,http://en.wikipedia.org/w/index.php?title=Alan_Reid_Smith&action=edit&redlink=1,smith
287,William Wright Smith,http://en.wikipedia.org/wiki/William_Wright_Smith,smith
288,John Sibthorp,http://en.wikipedia.org/wiki/John_Sibthorp,sibthorp
288,Humphry Waldo Sibthorp,http://en.wikipedia.org/wiki/Humphry_Sibthorp_(botanist),sibthorp
289,Heinrich Kuhl,http://en.wikipedia.org/wiki/Heinrich_Kuhl,kuhl
290,Nikolaus Joseph von Jacquin,http://en.wikipedia.org/wiki/Nikolaus_Joseph_von_Jacquin,jacquin
290,Joseph Franz von Jacquin,http://en.wikipedia.org/wiki/Joseph_Franz_von_Jacquin,jacquin
291,George Thomson,http://en.wikipedia.org/wiki/George_Thomson_(botanist),thomson
291,Charles Wyville Thomson,http://en.wikipedia.org/wiki/Charles_Wyville_Thomson,thomson
292,Taquet,,taquet
292,M. E. Mitchell,http://en.wikipedia.org/wiki/M._E._Mitchell,mitchell
292,John Mitchell,http://en.wikipedia.org/wiki/John_Mitchell_(geographer),mitchell
293,Scherard,,scherard
293,Germain,,germain
293,Henrik Franz Alexander von Eggers,http://en.wikipedia.org/wiki/Henrik_Franz_Alexander_von_Eggers,eggers
293,Ramos,,ramos
293,Alexander von Humboldt,http://en.wikipedia.org/wiki/Alexander_von_Humboldt,humboldt
293,Stephen Elliott,http://en.wikipedia.org/wiki/Stephen_Elliott_(botanist),elliott
293,Metz,,metz
294,Karl Koch,http://en.wikipedia.org/wiki/Karl_Koch_(botanist),koch
294,Georg Friedrich Koch,http://en.wikipedia.org/w/index.php?title=Georg_Friedrich_Koch&action=edit&redlink=1,koch
294,Karl Heinrich Emil Koch,http://en.wikipedia.org/wiki/Karl_Heinrich_Emil_Koch_(botanist),koch
294,Johann Friedrich Wilhelm Koch,http://en.wikipedia.org/w/index.php?title=Johann_Friedrich_Wilhelm_Koch&action=edit&redlink=1,koch
294,Wilhelm Daniel Joseph Koch,http://en.wikipedia.org/wiki/Wilhelm_Daniel_Joseph_Koch,koch
294,Joseph Whipple Congdon,http://en.wikipedia.org/wiki/Joseph_Whipple_Congdon,congdon
294,Cogdon,,cogdon
295,Clifford R. Parks,http://en.wikipedia.org/w/index.php?title=Clifford_R._Parks&action=edit&redlink=1,parks
296,Robert Harold Compton,http://en.wikipedia.org/wiki/Robert_Harold_Compton,compton
297,Sherring,,sherring
297,George Valentine Nash,http://en.wikipedia.org/wiki/George_Valentine_Nash,nash
298,Graham Stuart Thomas,http://en.wikipedia.org/wiki/Graham_Stuart_Thomas,thomas
298,Mason Blanchard Thomas,http://en.wikipedia.org/w/index.php?title=Mason_Blanchard_Thomas&action=edit&redlink=1,thomas
299,Robert Brown,http://en.wikipedia.org/wiki/Robert_Brown_(Scottish_botanist_from_Montrose),brown
299,Clair Alan Brown,http://en.wikipedia.org/wiki/Clair_Alan_Brown,brown
299,Nicholas Edward Brown,http://en.wikipedia.org/wiki/Nicholas_Edward_Brown,brown
299,Addison Brown,http://en.wikipedia.org/wiki/Addison_Brown,brown
299,Andrew Phillip Brown,http://en.wikipedia.org/wiki/Andrew_Phillip_Brown,brown
299,William Brown,http://en.wikipedia.org/wiki/William_Brown_(plant_pathologist),brown
299,James Edward Smith,http://en.wikipedia.org/wiki/James_Edward_Smith,smith
299,Johannes Jacobus Smith,http://en.wikipedia.org/wiki/Johannes_Jacobus_Smith,smith
299,Winifred Smith,http://en.wikipedia.org/wiki/Winifred_Smith,smith
299,Christo Albertyn Smith,http://en.wikipedia.org/wiki/Christo_Albertyn_Smith,smith
299,Charles Piper Smith,http://en.wikipedia.org/wiki/Charles_Piper_Smith,smith
299,Gerard Edwards Smith,http://en.wikipedia.org/wiki/Gerard_Edwards_Smith,smith
299,Gilbert Morgan Smith,http://en.wikipedia.org/wiki/Gilbert_Morgan_Smith,smith
299,Henry George Smith,http://en.wikipedia.org/wiki/Henry_George_Smith,smith
299,Hamilton Lanphere Smith,http://en.wikipedia.org/wiki/Hamilton_Lanphere_Smith,smith
299,Albert Charles Smith,http://en.wikipedia.org/wiki/Albert_Charles_Smith,smith
299,Alan Reid Smith,http://en.wikipedia.org/w/index.php?title=Alan_Reid_Smith&action=edit&redlink=1,smith
299,William Wright Smith,http://en.wikipedia.org/wiki/William_Wright_Smith,smith
300,Michail Vasiljevich Klokov,http://en.wikipedia.org/wiki/Michail_Vasiljevich_Klokov,klokov
300,Petrodavis,,petrodavis
301,Charles Curtis,http://en.wikipedia.org/wiki/Charles_Curtis_(botanist),curtis
301,Carlton Clarence Curtis,http://en.wikipedia.org/w/index.php?title=Carlton_Clarence_Curtis&action=edit&redlink=1,curtis
301,Charles Henry Curtis,http://en.wikipedia.org/w/index.php?title=Charles_Henry_Curtis&action=edit&redlink=1,curtis
301,William Curtis,http://en.wikipedia.org/wiki/William_Curtis,curtis
301,Moses Ashley Curtis,http://en.wikipedia.org/wiki/Moses_Ashley_Curtis,curtis
301,William Griffith,http://en.wikipedia.org/wiki/William_Griffith_(botanist),griffith
302,John Sibthorp,http://en.wikipedia.org/wiki/John_Sibthorp,sibthorp
302,Humphry Waldo Sibthorp,http://en.wikipedia.org/wiki/Humphry_Sibthorp_(botanist),sibthorp
303,Richard Sanders Rogers,http://en.wikipedia.org/wiki/Richard_Sanders_Rogers,rogers
304,Charles Henry Wright,http://en.wikipedia.org/w/index.php?title=Charles_Henry_Wright&action=edit&redlink=1,wright
304,Charles Wright,http://en.wikipedia.org/wiki/Charles_Wright_(botanist),wright
304,Edward Perceval (Percival) Wright,http://en.wikipedia.org/wiki/Edward_Percival_Wright,wright
304,John Wright,http://en.wikipedia.org/wiki/John_Wright_(doctor),wright
304,William Wright,http://en.wikipedia.org/wiki/William_Wright_(botanist),wright
304,Moritz Richard Schomburgk,http://en.wikipedia.org/wiki/Moritz_Richard_Schomburgk,schomburgk
304,Hugh Cuming,http://en.wikipedia.org/wiki/Hugh_Cuming,cuming
305,Sintenis,,sintenis
305,Robert Brown,http://en.wikipedia.org/wiki/Robert_Brown_(Scottish_botanist_from_Montrose),brown
305,Clair Alan Brown,http://en.wikipedia.org/wiki/Clair_Alan_Brown,brown
305,Nicholas Edward Brown,http://en.wikipedia.org/wiki/Nicholas_Edward_Brown,brown
305,Addison Brown,http://en.wikipedia.org/wiki/Addison_Brown,brown
305,Andrew Phillip Brown,http://en.wikipedia.org/wiki/Andrew_Phillip_Brown,brown
305,William Brown,http://en.wikipedia.org/wiki/William_Brown_(plant_pathologist),brown
306,Harland,,harland
306,Hugh McCollum Curran,http://en.wikipedia.org/wiki/Hugh_McCollum_Curran,curran
307,Urbain Audibert,http://en.wikipedia.org/wiki/Urbain_Audibert,audibert
308,Thomas Horsfield,http://en.wikipedia.org/wiki/Thomas_Horsfield,horsfield
309,William Vincent Fitzgerald,http://en.wikipedia.org/wiki/William_Vincent_Fitzgerald,fitzgerald
310,James Cook,http://en.wikipedia.org/wiki/James_Cook,cook
310,Ian O. Cook,http://en.wikipedia.org/w/index.php?title=Ian_O._Cook&action=edit&redlink=1,cook
310,Lavoix,,lavoix
311,Charles Noyes Forbes,http://en.wikipedia.org/wiki/Charles_Noyes_Forbes,forbes
311,Edward Forbes,http://en.wikipedia.org/wiki/Edward_Forbes,forbes
311,Henry Ogg Forbes,http://en.wikipedia.org/wiki/Henry_Ogg_Forbes,forbes
311,Vesling,,vesling
311,Nikolaus Joseph von Jacquin,http://en.wikipedia.org/wiki/Nikolaus_Joseph_von_Jacquin,jacquin
311,Joseph Franz von Jacquin,http://en.wikipedia.org/wiki/Joseph_Franz_von_Jacquin,jacquin
311,John Sibthorp,http://en.wikipedia.org/wiki/John_Sibthorp,sibthorp
311,Humphry Waldo Sibthorp,http://en.wikipedia.org/wiki/Humphry_Sibthorp_(botanist),sibthorp
312,Drummond,,drummond
